Food_Item_ID	FoodCode	ModCode	Food Name	portioncode	portioncode addendum	portion_code	portionwgt	Portion_Factor	portiondesc	increment	default portion	Use as default
4082	74402250	000000	Enchilada sauce, red	98000	00	9800000	15.60	0.2	tablespoon	1.00	1	0
4083	74402260	000000	Enchilada sauce, green	10205	00	1020500	250.00	2.5	cup	0.25	1	1
4083	74402260	000000	Enchilada sauce, green	98000	00	9800000	15.60	0.2	tablespoon	1.00	1	0
4084	74402300	000000	Salsa, made with mango	10205	00	1020500	240.00	2.4	cup	0.25	1	1
4084	74402300	000000	Salsa, made with mango	21000	00	2100000	15.00	0.2	tablespoon	1.00	1	0
4085	74402310	000000	Green Tomato chile sauce, raw (salsa verde)	10205	00	1020500	240.00	2.4	cup	0.25	1	0
4085	74402310	000000	Green Tomato chile sauce, raw (salsa verde)	98000	00	9800000	15.00	0.2	tablespoon	1.00	1	1
4086	74402350	000000	Green Tomato chile sauce, cooked (salsa verde)	10205	00	1020500	246.00	2.5	cup	0.25	1	0
4086	74402350	000000	Green Tomato chile sauce, cooked (salsa verde)	21000	00	2100000	15.00	0.2	tablespoon	1.00	1	1
4087	74403010	000000	Tomato sauce	10205	00	1020500	245.00	2.5	cup	0.25	1	1
4087	74403010	000000	Tomato sauce	63669	00	6366900	425.00	4.3	can (15 oz)	0.50	1	0
4087	74403010	000000	Tomato sauce	63981	01	6398101	217.00	2.2	small can (8 oz)	0.50	1	0
4087	74403010	000000	Tomato sauce	98000	00	9800000	15.30	0.2	tablespoon	1.00	1	0
4088	74403050	000000	Tomato sauce, low sodium	10205	00	1020500	244.00	2.4	cup	0.25	1	1
4088	74403050	000000	Tomato sauce, low sodium	63669	00	6366900	425.00	4.3	can (15 oz)	0.50	1	0
4088	74403050	000000	Tomato sauce, low sodium	63981	01	6398101	217.00	2.2	small can (8 oz)	0.50	1	0
4088	74403050	000000	Tomato sauce, low sodium	98000	00	9800000	15.30	0.2	tablespoon	1.00	1	0
4089	74403110	000000	Tomato paste	10205	00	1020500	262.00	2.6	cup	0.25	1	1
4089	74403110	000000	Tomato paste	98000	00	9800000	16.39	0.2	tablespoon	1.00	1	0
4090	74403120	000000	Tomato puree	10205	00	1020500	250.00	2.5	cup	0.25	1	1
4090	74403120	000000	Tomato puree	98000	00	9800000	15.60	0.2	tablespoon	1.00	1	0
4091	74404010	000000	Spaghetti sauce (marinara), meatless	10205	00	1020500	257.00	2.5	cup	0.25	1	1
4091	74404010	000000	Spaghetti sauce (marinara), meatless	40000	00	4000000	28.30	0.3	ounce(s)	1.00	1	0
4091	74404010	000000	Spaghetti sauce (marinara), meatless	60894	01	6089401	680.00	6.8	jar (24 oz)	0.25	1	0
4091	74404010	000000	Spaghetti sauce (marinara), meatless	60894	02	6089402	1280.00	12.8	jar (45 oz)	0.25	1	0
4092	74404020	000000	Spaghetti sauce, with vegetables, homemade-style	10205	00	1020500	250.00	2.5	cup	0.25	1	1
4093	74404030	000000	Spaghetti sauce, with meat	10205	00	1020500	250.00	2.5	cup	0.25	1	1
5625	74404070	000000	Spaghetti sauce, low sodium	10205	00	1020500	257.00	2.6	cup	0.25	1	1
5625	74404070	000000	Spaghetti sauce, low sodium	40000	00	4000000	28.30	0.3	ounce(s)	1.00	1	0
5625	74404070	000000	Spaghetti sauce, low sodium	60894	01	6089401	680.00	6.8	jar (24 oz)	0.25	1	0
5625	74404070	000000	Spaghetti sauce, low sodium	60894	02	6089402	1280.00	12.8	jar (45 oz)	0.25	1	0
5625	74404070	000000	Spaghetti sauce, low sodium	60894	12	6089412	735.78	7.4	jar (26 oz.)	0.25	1	0
5625	74404070	000000	Spaghetti sauce, low sodium	60894	13	6089413	792.38	7.9	jar (28 oz.)	0.25	1	0
6725	74404090	000000	Vodka flavored pasta sauce made with tomatoes and cream	10205	00	1020500	257.00	2.6	cup	0.25	1	1
5599	74404100	000000	Tomato paste, low sodium	10205	00	1020500	262.00	2.6	cup	0.25	1	1
5599	74404100	000000	Tomato paste, low sodium	40000	00	4000000	28.25	0.3	ounce(s)	1.00	1	0
5599	74404100	000000	Tomato paste, low sodium	62568	00	6256800	170.00	1.7	can (6 oz)	0.50	1	0
5599	74404100	000000	Tomato paste, low sodium	98000	00	9800000	16.39	0.2	tablespoon	0.50	1	0
5599	74404100	000000	Tomato paste, low sodium	98800	00	9880000	5.45	0.1	teaspoon	0.25	1	0
4094	74405010	000000	Tomato relish	10205	00	1020500	320.00	3.2	cup	0.25	1	1
4094	74405010	000000	Tomato relish	98000	00	9800000	20.00	0.2	tablespoon	1.00	1	0
4095	74406010	000000	Barbecue (bbq) sauce	10205	00	1020500	250.00	2.5	cup	0.25	1	0
4095	74406010	000000	Barbecue (bbq) sauce	61573	00	6157300	14.00	0.1	packet	1.00	1	0
4095	74406010	000000	Barbecue (bbq) sauce	98000	00	9800000	15.60	0.2	tablespoon	1.00	1	1
4096	74406050	000000	Barbecue (bbq) sauce, low sodium	10205	00	1020500	250.00	2.5	cup	0.25	1	0
4096	74406050	000000	Barbecue (bbq) sauce, low sodium	61573	00	6157300	14.00	0.1	packet	1.00	1	0
4096	74406050	000000	Barbecue (bbq) sauce, low sodium	98000	00	9800000	15.60	0.2	tablespoon	1.00	1	1
4097	74406100	000000	Steak sauce, Tomatoes-based	10205	00	1020500	250.00	2.5	cup	0.25	1	0
4097	74406100	000000	Steak sauce, Tomatoes-based	21000	00	2100000	16.00	0.2	tablespoon	1.00	1	1
5638	74406200	000000	Taco sauce, red	22000	00	2200000	4.00	0.0	teaspoon	0.25	1	1
5638	74406200	000000	Taco sauce, red	22000	01	2200001	0.25	0.0	dash (1/16 of a teaspoon)	1.00	1	0
5638	74406200	000000	Taco sauce, red	98000	00	9800000	16.00	0.2	tablespoon	0.50	1	0
4098	74406500	000000	Cocktail sauce	10205	00	1020500	273.00	2.7	cup	0.25	1	0
4098	74406500	000000	Cocktail sauce	98000	00	9800000	17.10	0.2	tablespoon	1.00	1	1
6726	74501010	000000	Tomato aspic	10205	00	1020500	227.00	2.3	cup	0.25	1	1
4099	74502010	000000	Tomatoes and lima beans, cooked (with salt, no fat added)	10205	00	1020500	242.00	2.4	cup	0.25	1	1
4100	74503010	000000	Tomatoes and corn, cooked (with salt, no fat added)	10205	00	1020500	242.00	2.4	cup	0.25	1	1
4101	74504010	000000	Tomatoes and okra, cooked (with salt, no fat added)	10205	00	1020500	217.00	2.2	cup	0.25	1	1
6727	74504020	000000	Tomatoes and okra, cooked (with salt and fat)	10205	00	1020500	222.00	2.2	cup	0.25	1	1
4102	74504110	000000	Tomatoes and onion, cooked (with salt, no fat added)	10205	00	1020500	237.00	2.4	cup	0.25	1	1
4103	74504120	000000	Tomatoes and onion, cooked (with salt and margarine)	10205	00	1020500	242.00	2.4	cup	0.25	1	1
4104	74504120	100748	Tomatoes and onion, cooked (with salt and vegetable oil) 	10205	00	1020500	242.00	2.4	cup	0.25	1	1
4105	74504120	205076	Tomatoes and onion, cooked (with salt and pork fat)	10205	00	1020500	242.00	2.4	cup	0.25	1	1
4106	74504120	206474	Tomatoes and onion, cooked (with salt and butter)	10205	00	1020500	242.00	2.4	cup	0.25	1	1
4107	74505010	000000	Tomatoes with corn and okra, cooked (with salt, no fat added)	10205	00	1020500	212.00	2.1	cup	0.25	1	1
4108	74505020	000000	Tomatoes with corn and okra, cooked (with salt and margarine)	10205	00	1020500	217.00	2.2	cup	0.25	1	1
4109	74505020	207030	Tomatoes with corn and okra, cooked with butter	10205	00	1020500	217.00	2.2	cup	0.25	1	1
4110	74506000	000000	Tomato and cucumber salad, with oil, and vinegar	10205	00	1020500	159.00	1.6	cup	0.25	1	1
4111	74601010	000000	Cream of Tomato soup, prepared with milk 	10205	00	1020500	248.00	2.5	cup	0.50	1	1
4111	74601010	000000	Cream of Tomato soup, prepared with milk 	60493	00	6049300	602.00	6.0	can (10.75 oz), prepared	0.50	1	0
4112	74602010	000000	Tomato soup, prepared with water	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4112	74602010	000000	Tomato soup, prepared with water	60157	00	6015700	170.00	1.7	Jenny Craig pouch (6 oz), prepared	0.50	1	0
4112	74602010	000000	Tomato soup, prepared with water	60493	00	6049300	593.00	5.9	can (10.75 oz), prepared	0.50	1	0
4113	74602030	000000	Tomato soup, canned, undiluted	10205	00	1020500	251.00	2.5	cup	0.50	1	1
4113	74602030	000000	Tomato soup, canned, undiluted	60492	01	6049201	305.00	3.0	can (10.75 oz), undiluted	0.50	1	0
4114	74602050	000000	Tomato soup, instant, prepared with water	10205	00	1020500	265.00	2.6	cup	0.50	1	1
4114	74602050	000000	Tomato soup, instant, prepared with water	61594	00	6159400	199.00	2.0	packet, prepared	0.50	1	0
4115	74602100	000000	Tomato soup, canned, low sodium, ready-to-serve	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4115	74602100	000000	Tomato soup, canned, low sodium, ready-to-serve	60490	00	6049000	298.00	3.0	can (10.5 oz), ready-to-serve	0.50	1	0
4116	74602200	000000	Tomato soup, canned, reduced sodium, prepared with water	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4116	74602200	000000	Tomato soup, canned, reduced sodium, prepared with water	60493	00	6049300	593.00	5.9	can (10.75 oz), prepared	0.50	1	0
4117	74602300	000000	Tomato soup, canned, reduced sodium, prepared with milk	10205	00	1020500	248.00	2.5	cup	0.50	1	1
4117	74602300	000000	Tomato soup, canned, reduced sodium, prepared with milk	60493	00	6049300	602.00	6.0	can (10.75 oz), prepared	0.50	1	0
4118	74603010	000000	Tomato beef soup, prepared with water	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4119	74604010	000000	Tomato beef noodle soup, prepared with water	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4119	74604010	000000	Tomato beef noodle soup, prepared with water	60493	00	6049300	593.00	5.9	can (10.75 oz), prepared	0.50	1	0
4120	74604100	000000	Tomato beef rice soup, prepared with water	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4120	74604100	000000	Tomato beef rice soup, prepared with water	60497	00	6049700	593.00	5.9	can (11 oz), prepared	0.50	1	0
4121	74604500	000000	Tomato noodle soup, prepared with water	10205	00	1020500	244.00	2.4	cup	0.50	1	1
4122	74604600	000000	Cream of tomato noodle soup	10205	00	1020500	248.00	2.5	cup	0.50	1	1
4123	74605000	000000	Tomato rice soup, canned, undiluted	60498	00	6049800	312.00	3.1	can (11 oz), undiluted	0.50	1	1
4124	74605010	000000	Tomato rice soup, prepared with water	10205	00	1020500	247.00	2.5	cup	0.50	1	1
4124	74605010	000000	Tomato rice soup, prepared with water	60497	00	6049700	600.00	6.0	can (11 oz), prepared	0.50	1	0
4125	74606010	000000	Tomato vegetable soup, prepared with water	10205	00	1020500	241.00	2.4	cup	0.50	1	1
4126	74606020	000000	Tomato vegetable soup with noodles, prepared with water	10205	00	1020500	241.00	2.4	cup	0.50	1	1
6728	74701000	000000	Tomato sandwich	61853	00	6185300	134.00	1.3	sandwich	0.50	1	1
4127	75100500	000000	Alfalfa sprouts, raw	10205	00	1020500	33.00	0.3	cup	0.25	1	1
4128	75100750	000000	Artichoke, Jerusalem, raw	10205	00	1020500	150.00	1.5	cup	0.25	1	1
4129	75100800	000000	Asparagus, raw	10205	00	1020500	134.00	1.3	cup	0.25	1	0
4129	75100800	000000	Asparagus, raw	63459	00	6345900	12.00	0.1	small spear	1.00	1	0
4129	75100800	000000	Asparagus, raw	63460	00	6346000	16.00	0.2	medium spear (5-1/4 to 7 long)	1.00	1	1
4129	75100800	000000	Asparagus, raw	63461	00	6346100	20.00	0.2	large spear (7-1/4 to 8-1/2 long)	1.00	1	0
4129	75100800	000000	Asparagus, raw	63462	00	6346200	24.00	0.2	extra large spear	1.00	1	0
4129	75100800	000000	Asparagus, raw	63463	00	6346300	3.50	0.0	spear tip	1.00	1	0
4130	75101000	000000	Bean sprouts, raw (soybean or mung)	10124	00	1012400	104.00	1.0	cup, mung	0.25	1	0
4130	75101000	000000	Bean sprouts, raw (soybean or mung)	10173	00	1017300	70.00	0.7	cup, soybean	0.25	1	1
4131	75101800	000000	Beans, green (string), raw	10205	00	1020500	100.00	1.1	cup	0.25	1	0
4131	75101800	000000	Beans, green (string), raw	62433	00	6243300	55.00	0.6	portion (10 beans, 4 long)	1.00	1	1
4132	75102000	000000	Beans, lima, raw	10205	00	1020500	156.00	1.6	cup	0.25	1	1
4133	75102500	000000	Beets, raw	10205	00	1020500	136.00	1.4	cup	0.25	1	0
4133	75102500	000000	Beets, raw	60399	00	6039900	82.00	0.8	beet (2 across)	0.25	1	1
4134	75102600	000000	Broccoflower, raw	10205	00	1020500	64.00	0.6	cup	0.25	1	1
4134	75102600	000000	Broccoflower, raw	60782	00	6078200	25.00	0.3	floweret	1.00	1	0
4135	75102750	000000	Brussels sprouts, raw	10205	00	1020500	88.00	0.9	cup	0.25	1	1
4135	75102750	000000	Brussels sprouts, raw	62223	00	6222300	19.00	0.2	sprout	1.00	1	0
4136	75103000	000000	Cabbage, green, raw	10036	01	1003601	89.00	0.9	cup, chopped	0.25	1	1
4136	75103000	000000	Cabbage, green, raw	10159	00	1015900	70.00	0.7	cup, shredded	0.25	1	0
4136	75103000	000000	Cabbage, green, raw	61025	00	6102500	33.00	0.3	large leaf	1.00	1	0
4136	75103000	000000	Cabbage, green, raw	61362	00	6136200	23.00	0.2	medium leaf	1.00	1	0
4136	75103000	000000	Cabbage, green, raw	62119	00	6211900	15.00	0.2	small leaf	1.00	1	0
4136	75103000	000000	Cabbage, green, raw	99999	03	9999903	908.00	9.1	head, medium	0.25	1	0
4137	75104000	000000	Cabbage, Chinese (Bok Choy), raw	10159	00	1015900	70.00	0.7	cup, shredded	1.00	1	1
4137	75104000	000000	Cabbage, Chinese (Bok Choy), raw	10318	00	1031800	76.00	0.8	cup pa-tsai	0.25	1	0
4137	75104000	000000	Cabbage, Chinese (Bok Choy), raw	10319	00	1031900	70.00	0.7	cup pak-choi	0.25	1	0
4137	75104000	000000	Cabbage, Chinese (Bok Choy), raw	61116	00	6111600	14.00	0.1	leaves	1.00	1	0
4137	75104000	000000	Cabbage, Chinese (Bok Choy), raw	99999	02	9999902	840.00	8.4	head	0.25	1	0
4138	75105000	000000	Cabbage, red, raw	10036	01	1003601	89.00	0.9	cup, chopped	0.25	1	1
4138	75105000	000000	Cabbage, red, raw	10159	00	1015900	70.00	0.7	cup, shredded	0.25	1	0
4138	75105000	000000	Cabbage, red, raw	61116	00	6111600	23.00	0.2	leaves	1.00	1	0
4138	75105000	000000	Cabbage, red, raw	99999	03	9999903	839.00	8.4	head, medium	0.25	1	0
4139	75105500	000000	Cactus, raw	10205	00	1020500	149.00	1.5	cup	0.25	1	1
4139	75105500	000000	Cactus, raw	61595	00	6159500	35.00	0.4	pad	1.00	1	0
5794	75106000	000000	Cabbage, white, raw	10036	01	1003601	89.00	0.9	cup, chopped	0.25	1	1
5794	75106000	000000	Cabbage, white, raw	10159	00	1015900	70.00	0.7	cup, shredded	0.25	1	0
5794	75106000	000000	Cabbage, white, raw	61025	00	6102500	33.00	0.3	large leaf	1.00	1	0
5794	75106000	000000	Cabbage, white, raw	61362	00	6136200	23.00	0.2	medium leaf	1.00	1	0
5794	75106000	000000	Cabbage, white, raw	62119	00	6211900	15.00	0.2	small leaf	1.00	1	0
5794	75106000	000000	Cabbage, white, raw	99999	03	9999903	908.00	9.1	head, medium	0.25	1	0
4140	75107000	000000	Cauliflower, raw	10205	00	1020500	107.00	1.0	cup	0.25	1	1
4140	75107000	000000	Cauliflower, raw	60782	00	6078200	13.00	0.1	floweret	1.00	1	0
4140	75107000	000000	Cauliflower, raw	99999	03	9999903	588.00	5.9	head, medium	0.25	1	0
4141	75109000	000000	Celery, raw	10036	01	1003601	101.00	1.0	cup, chopped	0.25	1	1
4141	75109000	000000	Celery, raw	10066	00	1006600	120.00	1.2	cup	0.25	1	0
4141	75109000	000000	Celery, raw	61078	00	6107800	64.00	0.6	large stalk (11 - 12 long)	0.50	1	0
4141	75109000	000000	Celery, raw	61418	00	6141800	40.00	0.4	medium stalk (7-1/2 - 8 long)	0.50	1	0
4141	75109000	000000	Celery, raw	62174	00	6217400	17.00	0.2	small stalk (5 long)	0.50	1	0
4142	75109010	000000	Fennel bulb, raw	63955	00	6395500	234.00	2.3	fennel bulb	0.25	1	1
4143	75109500	000000	Chives, raw	21000	00	2100000	3.00	0.0	tablespoon	1.00	1	0
4143	75109500	000000	Chives, raw	98800	00	9880000	1.00	0.0	teaspoon	1.00	1	1
4144	75109550	000000	Cilantro, raw	10205	00	1020500	16.00	0.2	cup	0.25	1	1
4144	75109550	000000	Cilantro, raw	21000	00	2100000	1.00	0.0	tablespoon	0.50	1	0
4144	75109550	000000	Cilantro, raw	62222	00	6222200	1.10	0.0	sprig	1.00	1	0
4144	75109550	000000	Cilantro, raw	98800	00	9880000	0.08	0.0	teaspoon	0.25	1	0
5739	75109560	000000	Cilantro, dried	21000	00	2100000	1.80	0.0	tablespoon	0.50	1	0
5739	75109560	000000	Cilantro, dried	22000	00	2200000	0.60	0.0	teaspoon	0.25	1	1
4145	75109600	000000	Corn, raw	10205	00	1020500	145.00	1.5	cup	0.25	1	1
4145	75109600	000000	Corn, raw	61008	00	6100800	143.00	1.4	large ear (7-3/4 to 9 long)	0.50	1	0
4145	75109600	000000	Corn, raw	61345	00	6134500	102.00	0.9	medium ear (6-3/4 to 7-1/2 long)	0.50	1	0
4145	75109600	000000	Corn, raw	62102	00	6210200	73.00	0.7	small ear (5-1/2 to 6-1/2 long)	0.50	1	0
4146	75111000	000000	Cucumber, raw	10127	00	1012700	133.00	1.3	cup, pared, chopped	0.25	1	0
4146	75111000	000000	Cucumber, raw	10161	00	1016100	119.00	1.2	cup, sliced	0.25	1	1
4146	75111000	000000	Cucumber, raw	10188	00	1018800	142.00	1.4	cup, unpared, chopped	0.25	1	0
4146	75111000	000000	Cucumber, raw	60950	00	6095000	280.00	2.8	large cucumber (8-1/4 long)	0.25	1	0
4146	75111000	000000	Cucumber, raw	61935	03	6193503	7.00	0.1	slice	1.00	1	0
4146	75111000	000000	Cucumber, raw	62251	00	6225100	9.00	0.1	stick, 4  long	1.00	1	0
4146	75111000	000000	Cucumber, raw	63978	00	6397800	201.00	2.0	medium cucumber (7 long)	0.25	1	0
4147	75111200	000000	Eggplant, raw	10063	00	1006300	82.00	0.8	cup, cubes	0.25	1	1
4147	75111200	000000	Eggplant, raw	61238	00	6123800	548.00	5.5	medium	0.25	1	0
4148	75111500	000000	Garlic, raw	21000	00	2100000	8.50	0.1	tablespoon	1.00	1	1
4148	75111500	000000	Garlic, raw	22000	05	2200005	2.79	0.0	teaspoon, minced	0.25	1	0
4148	75111500	000000	Garlic, raw	60581	00	6058100	3.00	0.0	clove	0.50	1	0
4149	75111800	000000	Jicama, raw	10205	00	1020500	130.00	1.3	cup	0.25	1	1
4149	75111800	000000	Jicama, raw	61935	03	6193503	6.00	0.1	slice	1.00	1	0
4150	75112000	000000	Kohlrabi, raw	10205	00	1020500	135.00	1.4	cup	0.25	1	1
4150	75112000	000000	Kohlrabi, raw	61935	03	6193503	16.00	0.2	slice	1.00	1	0
4151	75112500	000000	Leek, raw	10205	00	1020500	89.00	0.9	cup	0.25	1	1
4151	75112500	000000	Leek, raw	61120	00	6112000	89.00	0.9	leek	0.50	1	0
4151	75112500	000000	Leek, raw	61935	03	6193503	6.00	0.1	slice	1.00	1	0
4152	75113000	000000	Lettuce, iceberg, raw	10160	00	1016000	55.00	0.6	cup, shredded or chopped	0.25	1	1
4152	75113000	000000	Lettuce, iceberg, raw	40000	00	4000000	27.00	0.3	ounce(s)	1.00	1	0
4152	75113000	000000	Lettuce, iceberg, raw	61362	00	6136200	8.00	0.1	medium leaf	0.50	1	0
4152	75113000	000000	Lettuce, iceberg, raw	99999	03	9999903	539.00	5.4	head, medium	0.25	1	0
4153	75113060	000000	Lettuce, butterhead (Boston or bibb), raw	10160	00	1016000	55.00	0.6	cup, shredded or chopped	0.25	1	1
4153	75113060	000000	Lettuce, butterhead (Boston or bibb), raw	40000	00	4000000	21.00	0.2	ounce(s)	1.00	1	0
4153	75113060	000000	Lettuce, butterhead (Boston or bibb), raw	61115	01	6111501	336.00	3.4	pound	0.50	1	0
4153	75113060	000000	Lettuce, butterhead (Boston or bibb), raw	61362	00	6136200	7.50	0.1	medium leaf	0.50	1	0
4153	75113060	000000	Lettuce, butterhead (Boston or bibb), raw	99999	02	9999902	163.00	1.6	head	0.25	1	0
4154	75113070	000000	Lettuce, green or red leaf	10205	00	1020500	50.00	0.5	cup	0.25	1	1
4154	75113070	000000	Lettuce, green or red leaf	40000	00	4000000	21.00	0.2	ounce(s)	1.00	1	0
4154	75113070	000000	Lettuce, green or red leaf	61115	01	6111501	336.00	3.4	pound	0.50	1	0
4154	75113070	000000	Lettuce, green or red leaf	61362	00	6136200	10.00	0.1	medium leaf	0.50	1	0
4154	75113070	000000	Lettuce, green or red leaf	99999	02	9999902	360.00	3.6	head	0.25	1	0
4155	75113080	000000	Lettuce, arugula, raw	10205	00	1020500	20.00	0.2	cup	0.25	1	1
4155	75113080	000000	Lettuce, arugula, raw	61116	00	6111600	2.00	0.0	leaves	1.00	1	0
4156	75114000	000000	Lettuce, mixed (mixed greens, salad mix, spring mix), raw	10160	00	1016000	55.00	0.6	cup, shredded or chopped	0.25	1	1
4156	75114000	000000	Lettuce, mixed (mixed greens, salad mix, spring mix), raw	60016	00	6001600	283.00	2.8	package (10 oz)	0.25	1	0
4157	75115000	000000	Mushrooms, raw	10130	00	1013000	70.00	0.7	cup, pieces or slices	0.25	1	1
4157	75115000	000000	Mushrooms, raw	10192	00	1019200	96.00	1.0	cup, whole	0.25	1	0
4157	75115000	000000	Mushrooms, raw	60919	00	6091900	23.00	0.2	large	1.00	1	0
4157	75115000	000000	Mushrooms, raw	61115	01	6111501	330.00	3.3	pound	0.25	1	0
4157	75115000	000000	Mushrooms, raw	61238	00	6123800	18.00	0.2	medium	1.00	1	0
4157	75115000	000000	Mushrooms, raw	61935	03	6193503	6.00	0.1	slice	1.00	1	0
4157	75115000	000000	Mushrooms, raw	62015	00	6201500	10.00	0.1	small	1.00	1	0
5500	75115008	000000	Mushroom, portabella, grilled	10161	00	1016100	121.00	1.2	cup, sliced	0.25	1	1
5501	75115009	000000	Mushroom, portabella, raw	10066	02	1006602	86.00	0.9	cup, diced	0.25	1	1
5501	75115009	000000	Mushroom, portabella, raw	61650	02	6165002	84.00	0.8	whole mushroom	0.50	1	0
5716	75115500	000000	Mushroom, button	10130	00	1013000	70.00	0.7	cup, pieces or slices	0.25	1	1
5716	75115500	000000	Mushroom, button	10192	00	1019200	96.00	1.0	cup, whole	0.25	1	0
5716	75115500	000000	Mushroom, button	60919	00	6091900	23.00	0.2	large	1.00	1	0
5716	75115500	000000	Mushroom, button	61115	01	6111501	330.00	3.3	pound	0.25	1	0
5716	75115500	000000	Mushroom, button	61238	00	6123800	18.00	0.2	medium	1.00	1	0
5716	75115500	000000	Mushroom, button	61935	03	6193503	6.00	0.1	slice	1.00	1	0
5716	75115500	000000	Mushroom, button	62015	00	6201500	10.00	0.1	small	1.00	1	0
5735	75115550	000000	Mushrooms, cremini	10130	00	1013000	70.00	0.7	cup, pieces or slices	0.25	1	1
5735	75115550	000000	Mushrooms, cremini	10192	00	1019200	96.00	1.0	cup, whole	0.25	1	0
5735	75115550	000000	Mushrooms, cremini	60919	00	6091900	23.00	0.2	large	1.00	1	0
5735	75115550	000000	Mushrooms, cremini	61115	01	6111501	330.00	3.3	pound	0.25	1	0
5735	75115550	000000	Mushrooms, cremini	61238	00	6123800	18.00	0.2	medium	1.00	1	0
5735	75115550	000000	Mushrooms, cremini	61935	03	6193503	6.00	0.1	slice	1.00	1	0
5735	75115550	000000	Mushrooms, cremini	62015	00	6201500	10.00	0.1	small	1.00	1	0
4158	75117010	000000	Onion, green, raw	10036	01	1003601	100.00	1.0	cup, chopped	0.25	1	0
4158	75117010	000000	Onion, green, raw	21000	07	2100007	6.00	0.1	tablespoon, chopped	0.50	1	0
4158	75117010	000000	Onion, green, raw	60919	00	6091900	25.00	0.3	large	0.25	1	0
4158	75117010	000000	Onion, green, raw	61264	00	6126400	15.00	0.2	medium (4-1/8 long)	0.25	1	1
4158	75117010	000000	Onion, green, raw	62030	01	6203001	5.00	0.1	small	0.25	1	0
4159	75117020	000000	Onion, raw	10036	01	1003601	160.00	1.6	cup, chopped	0.25	1	0
4159	75117020	000000	Onion, raw	10161	00	1016100	115.00	1.1	cup, sliced	0.25	1	0
4159	75117020	000000	Onion, raw	21000	07	2100007	10.00	0.1	tablespoon, chopped	0.50	1	0
4159	75117020	000000	Onion, raw	61070	00	6107000	38.00	0.4	large slice (1/4 thick)	0.50	1	0
4159	75117020	000000	Onion, raw	61109	00	6110900	150.00	1.5	large	0.50	1	0
4159	75117020	000000	Onion, raw	61249	00	6124900	110.00	1.1	medium (2-1/2 across)	0.50	1	0
4159	75117020	000000	Onion, raw	61401	00	6140100	14.00	0.1	medium slice (1/8 thick)	0.50	1	1
4159	75117020	000000	Onion, raw	61650	01	6165001	110.00	1.1	onion	0.50	1	0
4159	75117020	000000	Onion, raw	62039	00	6203900	70.00	0.7	small	0.50	1	0
4159	75117020	000000	Onion, raw	62308	00	6230800	9.00	0.1	thin slice	1.00	1	0
4160	75119000	000000	Parsley, raw	10205	00	1020500	60.00	0.6	cup	0.25	1	0
4160	75119000	000000	Parsley, raw	21000	07	2100007	3.79	0.0	tablespoon, chopped	0.50	1	0
4160	75119000	000000	Parsley, raw	62481	00	6248100	1.00	0.0	portion (10 sprigs)	0.50	1	1
4161	75120000	000000	Peas, green, raw	10205	00	1020500	145.00	1.4	cup	0.25	1	1
4162	75121000	000000	Peppers, hot chili, raw	10036	01	1003601	150.00	1.5	cup, chopped	0.25	1	0
4162	75121000	000000	Peppers, hot chili, raw	21000	07	2100007	5.62	0.1	tablespoon, chopped	0.50	1	0
4162	75121000	000000	Peppers, hot chili, raw	22000	07	2200007	1.80	0.0	teaspoon, chopped	0.25	1	0
4162	75121000	000000	Peppers, hot chili, raw	61652	01	6165201	45.00	0.5	large chili pepper	0.25	1	1
4162	75121000	000000	Peppers, hot chili, raw	61935	03	6193503	11.00	0.1	slice	1.00	1	0
4162	75121000	000000	Peppers, hot chili, raw	64065	00	6406500	14.00	0.1	jalapeno pepper	0.25	1	0
5502	75121009	000000	Chili powder	21000	00	2100000	8.00	0.1	tablespoon	0.50	1	0
5502	75121009	000000	Chili powder	22000	00	2200000	2.70	0.0	teaspoon	0.25	1	1
4163	75121400	000000	Peppers, poblano, raw	10036	01	1003601	118.00	1.2	cup, chopped	0.25	1	0
4163	75121400	000000	Peppers, poblano, raw	61652	00	6165200	64.00	0.6	pepper	0.50	1	1
4164	75121500	000000	Peppers, Serrano, raw	10036	01	1003601	105.00	1.1	cup, chopped	0.25	1	0
4164	75121500	000000	Peppers, Serrano, raw	61652	00	6165200	6.09	0.1	pepper	0.25	1	1
4165	75122100	000000	Peppers, sweet, green, raw	10036	01	1003601	149.00	1.5	cup, chopped	0.25	1	1
4165	75122100	000000	Peppers, sweet, green, raw	10161	00	1016100	92.00	0.9	cup, sliced	0.25	1	0
4165	75122100	000000	Peppers, sweet, green, raw	60928	00	6092800	164.00	1.6	large (3-3/4 long, 3 across)	0.25	1	0
4165	75122100	000000	Peppers, sweet, green, raw	61284	00	6128400	119.00	1.2	medium (2-3/4 long, 2-1/2 across)	0.25	1	0
4165	75122100	000000	Peppers, sweet, green, raw	61821	00	6182100	10.00	0.1	slice or ring (3 across 1/4 thick)	1.00	1	0
4165	75122100	000000	Peppers, sweet, green, raw	62039	00	6203900	74.00	0.7	small	0.25	1	0
