Food_Item_ID	FoodCode	ModCode	Food Name	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Alcohol (g)	Water (g)	Caffeine (mg)	Theobromine (mg)	Total Sugars (g)	Total Dietary Fiber (g)
4649	75656060	0	Vegetable beef soup, chunky style	3.97	1.11	10.08	66	0	83.34	0	0	0.67	0.6
4650	75657000	0	Broth, vegetable	0.87	0.08	0.78	7	0	94.75	0	0	0.45	0
4651	77316600	0	Eggplant and meat casserole (Moussaka)	7.5598	9.3498	7.15	145	0.1	74.45	0	0	2.7599	1.7
4652	78101000	0	Vegetable and fruit juice blend, 100% juice (V8 fusion)	0.3	0.01	11.15	46	0	88.4	0	0	10.3698	0
5471	79999901	0	Cardamom	10.76	6.7	68.4698	311	0	8.2797	0	0	3.39	28
5472	79999902	0	Lemongrass	1.82	0.49	25.3098	99	0	70.5798	0	0	1.7	2
5473	79999903	0	Nutmeg	5.8399	36.31	49.2899	525	0	6.23	0	0	28.4897	20.8
5474	79999904	0	Onion powder	10.41	1.04	79.12	341	0	5.3898	0	0	6.6299	15.1999
5475	79999905	0	Oregano	9	4.28	68.92	265	0	9.9299	0	0	4.0899	42.5
5476	79999906	0	Paprika	14.14	12.89	53.99	282	0	11.24	0	0	10.34	34.8999
5477	79999907	0	Rosemary, fresh	4.8799	15.22	64.06	331	0	9.31	0	0	7.2698	42.6
5478	79999908	0	Rosemary, dried	4.8799	15.22	64.06	331	0	9.31	0	0	7.2698	42.6
5479	79999909	0	Saffron	11.43	5.8498	65.37	310	0	11.9	0	0	3.39	3.8999
5633	79999910	0	Pumpkin pie spice 	5.7599	12.6	69.28	342	0	8.46	0	-1	7.7599	14.8
5755	79999911	0	Garlic salt	0	0	0	0	0	-1	0	-1	2.43	9
5504	79999990	0	Marjoram	12.66	7.04	60.56	271	0	7.6398	0	0	4.0899	40.2999
5236	79999991	0	Pepper, red (cayenne)	12.01	17.27	56.63	318	0	8.05	0	0	10.34	27.1999
5237	79999992	0	Curry powder	12.66	13.81	58.1499	325	0	9.5198	0	0	2.7599	33.2
5238	79999993	0	Garlic powder	16.55	0.73	72.73	331	0	6.45	0	0	2.43	9
5239	79999994	0	Cinnamon	3.99	1.24	80.59	247	0	10.58	0	0	2.1699	53.1
5240	79999995	0	Ginger, raw	1.82	0.75	17.77	80	0	78.89	0	0	1.7	2
5241	79999996	0	Ginger, ground	8.98	4.24	71.62	335	0	9.9398	0	0	3.39	14.1
5242	79999997	0	Basil, fresh	3.1499	0.64	2.6499	23	0	92.06	0	0	0.3	1.6
5243	79999998	0	Basil, dried	22.98	4.07	47.75	233	0	10.35	0	0	1.71	37.7
5480	79999999	0	Bay leaf	7.61	8.3597	74.9698	313	0	5.44	0	0	1.71	26.3
4653	81101000	0	Butter, stick, salted	0.85	81.1098	0.06	717	0	15.8698	0	0	0.06	0
4654	81101010	0	Butter, tub, whipped, salted	0.85	81.1098	0.06	717	0	15.8698	0	0	0.06	0
6830	81101020	0	Butter, stick, whipped, salted	0.85	81.1098	0.06	717	0	15.8698	0	0	0.06	0
4655	81101100	0	Butter, stick, unsalted	0.85	81.1098	0.06	717	0	17.94	0	0	0.06	0
6831	81101110	0	Butter, tub, whipped, unsalted	0.85	81.1098	0.06	717	0	17.94	0	0	0.06	0
6832	81101120	0	Butter, stick, whipped, unsalted	0.85	81.1098	0.06	717	0	17.94	0	0	0.06	0
4656	81101500	0	Light butter, stick, salted	3.2999	55.1	0	509	0	42.1	0	0	0	0
4657	81101510	0	Light butter, stick, unsalted	3.2999	55.1	0	499	0	43.2	0	0	0	0
4658	81101520	0	Light butter, tub, whipped, salted	3.2999	55.1	0	509	0	42.1	0	0	0	0
4659	81102010	0	Margarine, stick, salted	0.16	80.7099	0.7	717	0	16.52	0	0	0	0
4660	81102020	0	Margarine, tub, salted	0.22	80.17	0.75	713	0	17.07	0	0	0	0
6833	81103020	0	Margarine, tub, whipped, salted	0.22	80.17	0.75	713	0	17.07	0	0	0	0
6834	81103030	0	Margarine, stick, unsalted	0.16	80.7099	0.7	717	0	16.52	0	0	0	0
6835	81103040	0	Margarine-like spread, stick, salted	0.12	60.39	0.69	537	0	36.95	0	0	0	0
6836	81103041	0	Margarine-like spread, stick, made with yogurt, salted	0.3	70	0.5	630	0	28	0	0	0	0
6837	81103060	0	Margarine, tub, unsalted	0.22	80.17	0.75	713	0	17.07	0	0	0	0
6838	81103070	0	Margarine, tub, whipped, unsalted	0.22	80.17	0.75	713	0	17.07	0	0	0	0
4661	81103080	0	Margarine-like spread, tub, salted	0.17	59.81	0.86	533	0	37.5799	0	0	0	0
4662	81103090	0	Margarine-like spread, liquid, squeeze bottle or spray	0.6	59.17	0	527	0	38.68	0	0	0	0
6839	81103100	0	Margarine-like spread, stick, unsalted	0.17	59.81	0.86	534	0	37.5799	0	0	0	0
6840	81103120	0	Margarine-like spread, tub, unsalted	0.17	59.81	0.86	534	0	37.5799	0	0	0	0
6841	81103130	0	Margarine-like spread, tub, whipped, salted	0.23	59.71	0.73	533	0	37.74	0	0	0	0
6842	81103140	0	Margarine-like spread, tub, sweetened	0	52	16.6999	534	0	30	0	0	16.6999	0
4663	81104010	0	Margarine-like spread, tub, light, 50 calories per Tbsp, salted	0.51	37.77	0.66	339	0	59.5499	0	0	0	0
6843	81104011	0	Margarine-like spread, tub, light, made with yogurt, salted	2	35	2	330	0	59	0	0	0	0
6844	81104020	0	Margarine-like spread, stick, light salted	0.51	37.77	0.66	339	0	59.5499	0	0	0	0
6845	81104050	0	Margarine-like spread, tub, light, 30 calories per Tbsp, salted	0	19.5	0.4	175	0	78.7998	0	0	0	0
6846	81104070	0	Margarine-like spread, tub, light, 30 calories per Tbsp, unsalted	0	19.5	0.4	175	0	78.7998	0	0	0	0
4664	81104100	0	Margarine-like spread, tub, fat-free, salted	0.1	3.04	4.3399	44	0	90.6898	0	0	0	0
6847	81104110	0	Margarine-like spread, liquid, squeeze bottle or spray, fat free	1.5	3	2.5	43	0	91	0	0	0	0
6848	81104500	0	Butter and oil spread, stick, salted	0.54	60.0099	0.1	533	0	37.74	0	0	0	0
6849	81104510	0	Butter and oil spread, tub, salted	1	40	1	362	0	56	0	0	0	0
6850	81104550	0	Butter and oil spread, stick, light, salted	0	53	0	465	0	44.7	0	0	0	0
6392	81104560	0	Butter and oil spread, tub, light, salted	1	50	1	450	0	46	0	0	0	0
6393	81105010	0	Butter and margarine blend, stick, salted	0.5	80.9098	0.38	717	0	16.1999	0	0	0.03	0
4665	81105020	0	Butter and margarine blend, tub, salted	0.31	80.3199	0.77	727	0	17.07	0	0	0	0
6394	81105500	0	Butter and vegetable oil blend	0.31	80.3199	0.77	727	0	17.07	0	0	0	0
4666	81106010	0	Butter buds powder, fat-free 	2	1	89	373	0	5	0	0	5.2999	0
4667	81201000	0	Pork fat or drippings	2.23	92.18	0	841	0	3.8999	0	0	0	0
4668	81202000	0	Lard	0	100	0	902	0	0	0	0	0	0
4669	81203100	0	Shortening, vegetable	0	99.9698	0	884	0	0	0	0	0	0
6395	81203200	0	Shortening, animal	0	100	0	902	0	0	0	0	0	0
4670	81204000	0	Ghee, clarified butter	0.28	99.48	0	876	0	0.24	0	0	0	0
4671	81301000	0	Garlic sauce	3.0699	7.4199	7.32	108	0	80.98	0	0	1.57	0.2
4672	81301020	0	Lemon-butter sauce	0.93	70.1598	0.96	623	0	27.78	0	0	0.3	0.2
4673	81302010	0	Hollandaise sauce	4.6799	54.2199	1.52	504	0	37.88	0	0	0.38	0
4674	81302020	0	Bernaise sauce	4.1299	38	2.1499	367	0.4	52.8599	0	0	0.57	0.1
4675	81302050	0	Tartar sauce	1	16.6999	13.3	211	0	67	0	0	4.25	0.5
4676	81302060	0	Horseradish sauce	1.48	20.9698	5.48	209	0	70.7	0	0	3.8199	0.8
4677	81302070	0	Pesto sauce	10.43	58.6599	4.2698	571	0	22.62	0	0	0.87	1
6396	81312000	0	Tartar sauce, reduced fat	0.4	3.02	15.3	86	0	78.34	0	0	10.14	2
4678	81322000	0	Honey butter	0.52	32.53	49.38	470	0	16.6099	0	0	49.21	0.1
6397	81330210	0	Adobo fresco	2	20.8998	18.6	271	0	22.1	0	0	2.0299	1.3
5505	82101000	0	Oil, vegetable	0	100	0	886	0	0	0	0	0	0
4679	82101300	0	Oil, almond	0	100	0	884	0	0	0	0	0	0
4680	82101500	0	Oil, coconut	0	100	0	862	0	0	0	0	0	0
4681	82102000	0	Oil, corn	0	100	0	900	0	0	0	0	0	0
4682	82102500	0	Corn and canola oil blend	0	100	0	884	0	0	0	0	0	0
4683	82103000	0	Oil, cottonseed	0	100	0	884	0	0	0	0	0	0
4684	82103500	0	Oil, flaxseed	0.11	99.98	0	884	0	0.12	0	0	0	0
4685	82104000	0	Oil, olive	0	100	0	884	0	0	0	0	0	0
4686	82105000	0	Oil, peanut	0	100	0	884	0	0	0	0	0	0
4687	82105500	0	Oil, canola	0	100	0	884	0	0	0	0	0	0
4688	82105750	0	Canola and soybean oil blend	0	100	0	884	0	0	0	0	0	0
4689	82105800	0	Canola, soybean and sunflower oil blend	0	100	0	884	0	0	0	0	0	0
4690	82106000	0	Oil, safflower	0	100	0	884	0	0	0	0	0	0
4691	82107000	0	Oil, sesame	0	100	0	884	0	0	0	0	0	0
4692	82108000	0	Oil, soybean	0	100	0	884	0	0	0	0	0	0
4693	82108250	0	Soybean and sunflower oil blend	0	100	0	884	0	0	0	0	0	0
4694	82108500	0	Oil, sunflower	0	100	0	884	0	0	0	0	0	0
4695	82108700	0	Oil, walnut	0	100	0	884	0	0	0	0	0	0
4696	82109000	0	Oil, wheat germ	0	100	0	884	0	0	0	0	0	0
5583	82199998	0	Nonstick cooking spray (PAM)	0.26	78.6898	20.69	792	0	0.11	0	0	0	0
5481	82199999	0	Grapeseed oil	0	100	0	884	0	0	0	0	0	0
4697	83101000	0	Blue or roquefort cheese dressing	1.37	51.1	4.7698	484	0	39.71	0	0	3.48	0.4
4698	83101500	0	Bacon dressing (hot)	3.9199	4.0499	55.8299	274	0	33.85	0	0	54.1099	0
6398	83101600	0	Salad dressing, tomato bacon 	1.8	35	2	326	0	58.7	0	0	2	0.2
4699	83102000	0	Caesar dressing	2.1699	57.85	3.2999	542	0	34.2999	0	0	2.81	0.5
4701	83103500	0	Feta Cheese Dressing	4.15	59.25	2.1699	552	0	31.9699	0	0	1.26	0.1
4702	83104000	0	French dressing	0.77	44.81	15.58	457	0	36.56	0	0	15.9499	0
4703	83105000	0	Fruit dressing, made with fruit juice and cream	3.2	12.91	20.6	207	0	62.67	0	0	16.9499	0.1
4704	83105100	0	Fruit dressing, made with honey, oil, and water	0.08	47.7999	22.96	507	0	29.0799	0	0	22.8799	0.1
4705	83105500	0	Honey mustard dressing	0.87	40.8299	23.3298	464	0	32.64	0	0	15.84	0.4
4706	83106000	0	Italian dressing, made with vinegar and oil	0.41	21.12	12.1198	240	0	63.3999	0	0	10.77	0
4707	83107000	0	Mayonnaise, regular	0.96	74.8499	0.57	680	0	21.6498	0	0	0.57	0
4708	83107100	0	Mayonnaise, made with yogurt (Yogannaise)	3.8599	6.04	8.33	102	0	79.9899	0	0	4.12	0.2
4709	83107200	0	Mayonnaise, made with tofu (Nayonaise)	5.95	31.7898	3.06	322	0	56.3299	0	0	0.85	1.1
4710	83108000	0	Mayonnaise, imitation	0.3	19.1999	16	232	0	62.7	0	0	6	0
4711	83109000	0	Russian dressing	0.69	26.18	31.8998	355	0	38.53	0	0	17.68	0.7
4712	83110000	0	Mayonnaise type salad dressing (Miracle Whip)	0.9	33.3999	23.8998	390	0	39.8999	0	0	6.4	0
4713	83112000	0	Green Goddess dressing	1.8998	43.3299	7.36	427	0	45.03	0	0	6.6699	0.1
4714	83112500	0	Creamy dressing (ranch), with sour cream or buttermilk and oil 	1.32	44.5399	5.74	421	0	45.85	0	0	4.69	0
4717	83112950	0	Poppy seed dressing	0.92	33.3299	23.73	399	0	38.85	0	0	23.39	0.3
4718	83112960	0	Peppercorn Dressing	1.2	61.3999	3.5	564	0	31.8999	0	0	2.45	0
4719	83112980	0	Celery seed dressing	0.89	60.74	21.02	622	0	14.6099	0	0	17.1	1.2
4720	83112990	0	Sesame dressing	3.1	45.2	8.5998	443	0	39.2	0	0	8.32	1
4721	83113000	0	Sweet and sour dressing	0.1	0	3.7	15	0	95.7	0	0	3.7	0
4722	83114000	0	Thousand Island dressing	1.09	35.06	14.64	379	0	46.5099	0	0	15.18	0.8
4723	83115000	0	Yogurt dressing	3.0499	18.73	11.7799	222	0	65.79	0	0	9.5998	0.1
4724	83201000	0	Blue or roquefort cheese dressing, low-calorie	5.0998	7.2	2.8999	99	0	79.5	0	0	2.8199	0
6399	83201400	0	Coleslaw dressing, light	0	20	40	329	0	37	0	0	38.7299	0.4
4727	83202020	0	French dressing, reduced calorie	0.58	11.52	31.2198	222	0	54.28	0	0	16.8599	1.5
4728	83203000	0	Caesar dressing, low-calorie	0.3	4.4	18.6	110	0	73.2	0	0	16.32	0.1
4729	83203250	0	Mayonnaise type salad dressing, fat-free (Miracle whip free)	0.2	2.7	15.5	84	0	78.7	0	0	10.3	1.8999
4730	83204000	0	Mayonnaise, low-calorie or diet (Light Mayonnaise)	0.37	22.2198	9.23	238	0	66.1299	0	0	3.56	0
6400	83204030	0	Mayonnaise, reduced fat, with olive oil	0.37	40	0	361	0	57.5799	0	0	0	0
5639	83204040	0	Mayonnaise, reduced fat	0.37	40	0	361	0	57.5799	0	-1	0	0
4731	83204050	0	Mayonnaise type salad dressing, low-calorie or diet (Miracle whip light)	0.37	22.2198	9.23	238	0	66.1299	0	0	3.56	0
5767	83204060	0	Mayonnaise, low fat	0.9	33.2999	6.7	333	0	56	0	0	4.2	0
4732	83204500	0	Honey mustard dressing, reduced calorie	0.98	10	28.26	207	0	57.1899	0	0	18.3298	0.8
4734	83205450	0	Italian dressing, reduced calorie	0.39	6.6799	9.99	102	0	80.1098	0	0	9.16	0
4736	83206000	0	Russian dressing, low-calorie	0.5	4	27.6	141	0	65	0	0	21.87	0.3
6401	83206500	0	Salad dressing, sesame, low fat	0.39	6.6799	9.99	102	0	80.1098	0	0	9.16	0
4737	83207000	0	Thousand Island dressing, low-calorie	0.83	11.32	24.0598	195	0	60.7299	0	0	17.3098	1.2
4740	83210100	0	Creamy dressing (ranch), reduced calorie	1.5	14	7	160	0	74	0	0	5.65	0
6402	83300100	0	Salad dressing, blue cheese, fat free	1.52	1.01	25.6	115	0	68	0	0	7.44	1.8
6403	83300200	0	Salad dressing, caesar, fat free	1.47	0.23	30.73	131	0	64.0999	0	0	8.82	0.2
6404	83300300	0	Salad dressing, ranch, fat free	1.3998	2.7	20	107	0	74.7	0	0	5.3498	0
6405	83300400	0	Salad dressing, french, fat free	0.2	0.27	32.14	132	0	65.04	0	0	16.4499	2.2
6406	83300500	0	Salad dressing, honey mustard, fat free	1.07	1.47	38.43	169	0	56.17	0	0	17.75	1.2
6407	83300600	0	Salad dressing, italian, fat free	0.97	0.87	8.75	47	0	85.95	0	0	8.8498	0.6
6408	83300700	0	Mayo, fat free	0.2	2.7	15.5	84	0	78.7	0	0	10.3	1.8998
6409	83300800	0	Salad dressing, russian, fat free	0.55	1.4498	29.27	132	0	66.14	0	0	16.8298	3.2999
6410	83301000	0	Salad dressing, thousand island, fat free	0.55	1.4498	29.27	132	0	66.14	0	0	16.8298	3.2999
4742	91101010	0	Sugar, white, granulated or lump	0	0	99.98	387	0	0.02	0	0	99.7998	0
4743	91101020	0	Sugar, powdered (confectioners)	0	0	99.7699	389	0	0.23	0	0	97.81	0
4744	91102010	0	Sugar, brown	0.12	0	98.09	380	0	1.34	0	0	97.0199	0
4745	91103010	0	Sugar, maple	0.1	0.2	90.9	354	0	8	0	0	84.87	0
4746	91104100	0	Sugar, cinnamon	0.29	0.09	98.5798	377	0	0.78	0	0	92.7399	3.7999
4747	91104200	0	Sugar, raw	0.12	0	98.09	380	0	1.34	0	0	97.0199	0
4748	91107000	0	Sugar substitute, sucralose-based sweetener (Splenda)	0	0	91.17	336	0	8.83	0	0	80.3298	0
4749	91108000	0	Sugar substitute, herbal extract sweetener, powder (Stevia)	0	0	100	0	0	0	0	0	0	0
4750	91108010	0	Sugar substitute, herbal extract sweetener, liquid (Stevia liquid)	0.8	0	49.2	40	0	50	0	0	0.01	3
6411	91109000	0	Agave syrup	0.09	0.45	76.37	310	0	22.94	0	0	68.03	0.2
4751	91200020	0	Sugar substitute, saccharin-based, dry powder (Sugar Twin)	0.94	0	89.1098	360	0	8.75	0	0	85.1898	0
4752	91200030	0	Sugar substitute, saccharin-based brown sugar, dry powder (Sugar Twin)	2.06	0	84.7699	347	0	9.14	0	0	4.03	0.6
4753	91200040	0	Sugar substitute, saccharin-based, dry powder (Sweet n' Low)	0.94	0	89.1098	360	0	8.75	0	0	85.1898	0
4754	91200110	0	Sugar substitute, saccharin-based, liquid (Superose)	0.02	0	2.0499	8	0	97.7998	0	0	1.96	0
4755	91201010	0	Sugar substitute, aspartame-based, dry powder (Equal)	2.1699	0	89.0798	365	0	8.75	0	0	80.7	0
4756	91301020	0	Syrup, pancake (Karo pancake syrup, Aunt Jemimah, Hungry Jack)	0	0.2	76.79	283	0	22.8098	0	0	76.7699	0
4757	91301030	0	Corn syrup, light or dark	0	0.2	76.79	283	0	22.8098	0	0	76.7699	0
4758	91301040	0	Syrup, pancake, buttered blends (Mrs. Butterworth, Log Cabin with butter)	0.02	1.82	74.8598	290	0	22.5598	0	0	74.84	0
4759	91301050	0	Fruit syrup (strawberry)	0.03	0.12	71.8199	268	0	27.94	0	0	71.6098	0
4760	91301060	0	Maple syrup (100% maple)	0.04	0.06	67.04	260	0	32.39	0	0	67.9	0
4761	91301080	0	Chocolate syrup, thin	2.1	1.1298	65.0999	279	0	31	6	190	49.6499	2.6
4762	91301081	0	Chocolate syrup, thin, light	1.3998	0.97	34.56	153	0	62.1599	6	195	28.57	0
6412	91301082	0	Chocolate syrup, thin, sugar free	2.87	2.0299	14.1999	43	0	78.89	12	407	0.27	2.8999
6413	91301090	0	Sorghum syrup	0	0	74.9	290	0	22.6999	0	0	74.9	0
4763	91301100	0	Sugar and water syrup, (simple syrup)	0	0	32.53	126	0	67.4	0	0	32.4699	0
4764	91301130	0	Fruit flavored syrup (Hershey's Strawberry Syrup, Nestle's Strawberry Syrup)	0	0	69.1898	265	0	30.78	0	0	69.0199	0
6414	91301200	0	Simple syrup (sugar and water syrup)	0.04	0	31.76	123	0	67.9599	0	0	31.42	0
4765	91301250	0	Syrup, pancake, maple flavored (Log Cabin, Original Aunt Jemimah)	0	0.1	69.5999	265	0	30.1	0	0	42	0
4766	91301510	0	Syrup, pancake, reduced calorie (Lite syrup)	0	0	44.5499	165	0	54.8999	0	0	32.7999	0
4767	91302010	0	Honey	0.3	0	82.4	304	0	17.1	0	0	82.12	0.2
4768	91303000	0	Molasses	0	0.1	74.73	290	0	21.87	0	0	74.7198	0
6415	91303750	0	Chocolate gravy	3.06	4.15	53.3599	250	0	38.74	8	74	47.3999	1.3
4769	91304010	0	Butterscotch syrup	0.19	1.8	72.8199	284	0	24.93	0	0	72.7998	0
4770	91304020	0	Chocolate syrup, thick (hot fudge topping)	4.5998	8.9	62.8999	350	0	21.8	7	247	34.82	2.7999
4771	91304030	0	Fruit syrup (strawberry or pineapple ice cream topping)	0.18	0.1	66.3199	254	0	33	0	0	25.7898	0.6
4772	91304040	0	Marshmallow creme (marshmallow fluff) 	0.8	0.3	79	322	0	19.8	0	0	46.7999	0.1
4773	91304050	0	Hard sauce	0.25	24.03	62.52	456	0	12.57	0	0	61.2899	0
6416	91304060	0	Wet nuts (nuts in syrup)	4.5	22	58.0799	448	0	14.69	0	0	36.7199	2.2999
4774	91304070	0	Peanut butter syrup (ice cream topping)	6.96	8.5298	56.53	290	0	26.35	9	290	45.93	4.0998
4775	91304090	0	Chocolate flavored hazelnut spread (Nutella)	5.41	29.73	62.1599	541	0	1.07	7	230	54.0499	5.4
4776	91304300	0	Topping, chocolate, hard coating (Magic Shell topping)	5.37	44.1499	48	544	0	0.74	51	555	33.8699	8.1998
4777	91305010	0	Icing, chocolate	1.1	17.6	63.2	397	0	17	2	79	57.7	0.9
4778	91305020	0	Icing, white	0	16.23	67.89	418	0	15.07	0	0	63.1	0
4779	91351010	0	Syrup, dietetic, sugar free (Estee breakfast syrup)	0.8	0	49.2	40	0	50	0	0	0.01	3
4780	91361010	0	Sweet and sour sauce	0.27	0.02	38.2199	150	0	60.27	0	0	18.75	0.1
4781	91361020	0	Fruit sauce	0.47	7.4599	41.2199	227	0	50.6099	0	0	36.6199	0.6
6417	91361040	0	Dessert sauce, vanilla	0.09	7.79	19.6	145	0	72.1898	0	0	17.1	0
4782	91361050	0	Duck sauce	0.36	0.13	60.6099	245	0	37.4399	0	0	30.5398	0.6
4783	91361070	0	Plum sauce, Asian-style	0.65	0.29	50.67	200	0	45.9699	0	0	48.07	1.1
4784	91401000	0	Jelly, all flavors	0.15	0.02	69.95	266	0	29.77	0	0	51.2199	1
4785	91402000	0	Jam, preserves, all flavors	0.37	0.07	68.8598	278	0	30.4698	0	0	48.5	1.1
4786	91403000	0	Apple butter	0.39	0.3	42.4699	173	0	56.45	0	0	35.2999	1.5
4787	91404000	0	Marmalade, all flavors	0.3	0	66.2998	246	0	33.2	0	0	60	0.7
4788	91405000	0	Jelly, sweetened with artificial sweetener	0.3	0.3	53.6	132	0	45.7999	0	0	37.81	2.5
4789	91405500	0	Jelly, reduced sugar, all flavors	0.3	0.03	46.1	179	0	53	0	0	45.2999	0.8
4790	91406000	0	Jams, preserves, marmalades, sweetened with artificial sweetener	0.3	0.3	53.6	132	0	45.7999	0	0	37.81	2.5
4791	91406500	0	Jams, preserves, marmalades, sweetened with fruit juice (Spreadable Fruits)	1.09	0.62	45.07	183	0	51.81	0	0	40.4799	2.2
4792	91406600	0	Jams, preserves, marmalades, low sugar (all flavors)	0.46	0.21	36.2899	142	0	62.7599	0	0	34.31	1.3998
4793	91407100	0	Guava paste	0.1	0.04	72.8298	282	0	26.8798	0	0	71.62	1.1
6418	91407120	0	Sweet potato paste (dulce de calabaza)	0.41	0.04	75.2998	294	0	24.05	0	0	71.5798	0.8
4794	91407150	0	Bean paste, sweetened	6.2199	0.36	50.1099	222	0	42.21	0	0	33.92	5.2999
4795	91500200	0	Jello (gelatin) powder, sweetened, dry	7.7999	0	90.5	381	0	1	0	0	86.04	0
4796	91501010	0	Jello (gelatin) dessert	1.22	0	14.1899	62	0	84.39	0	0	13.49	0
4797	91501015	0	Jello (gelatin) snacks	2.8399	0	33	139	0	63.84	0	0	31.37	0
4798	91501020	0	Jello (gelatin) dessert, with fruit	1.09	0.09	16.1099	65	0	82.3598	0	0	13.3599	0.6
4799	91501030	0	Jello (gelatin) dessert, with whipped cream	1.22	1.83	14.83	81	0	81.9098	0	0	14.18	0
4800	91501040	0	Jello (gelatin) dessert, with fruit and whipped cream	1.1899	4.3098	15.1899	100	0	78.95	0	0	12.76	0.5
4801	91501050	0	Jello (gelatin) dessert, with cream cheese	1.56	2.5	13.4499	82	0	82.2	0	0	12.74	0
4802	91501060	0	Jello (gelatin) dessert, with sour cream	1.4098	4.36	11.69	91	0	82.1898	0	0	11.14	0
4803	91501080	0	Jello (gelatin) dessert, with fruit and cream cheese	1.32	1.71	15.5398	78	0	81.03	0	0	12.88	0.6
4804	91501100	0	Jello (gelatin) salad, with vegetables (onions, peppers, celery, radishes)	1.11	0.03	12.1198	51	0	86.03	0	0	11.1198	0.3
4805	91511010	0	Jello (gelatin) dessert, with low calorie sweetener	0.34	0	1.72	4	0	97.79	0	0	0	0
4806	91511020	0	Jello (gelatin) dessert, with low calorie sweetener, with fruit	0.86	0.1	10.58	43	0	88.0798	0	0	5.4199	0.7
4807	91511030	0	Jello (gelatin) dessert, with low calorie sweetener, with whipped topping	0.84	0.47	4.7199	26	0	93.76	0	0	0.84	0
4808	91550100	0	Coconut cream cake, Puerto Rican style	2.41	14.65	47.4399	318	0	34.9699	0	0	45.9699	1.2
4809	91550300	0	Pineapple custard, Puerto Rican style 	5.7	4.23	23.73	155	0	65.73	0	0	21.98	0.1
4810	91560100	0	Haupia (coconut pudding)	1.98	20.41	23.57	272	0	53.25	0	0	14.72	2
4811	91601000	0	Ice, fruit	0.4	0	32.6	128	0	66.9	0	0	32.6	0
4812	91611000	0	Ice pop (popsicle)	0	0.24	19.23	79	0	80.4899	0	0	13.66	0
4813	91611050	0	Ice pop (popsicle), filled with ice cream	1.1598	3.79	20.67	121	0	74.06	0	0	16.16	0.2
4814	91611100	0	Ice pop (popsicle), with low calorie sweetener	0	0	5.9199	24	0	94.03	0	0	1.52	0
4815	91621000	0	Snow cone (slurpee)	0.4	0	32.6	128	0	66.9	0	0	32.6	0
4816	91700500	0	M&M's, almond	7.53	27.76	60.5	522	0	2.52	7	73	49.2199	5.5998
4817	91701010	0	Almonds, chocolate covered	17.27	45.6599	30.89	574	0	3.6099	6	62	18.69	8
4818	91701020	0	Almonds, sugar-coated	10	17.93	68.26	474	0	2.2999	0	0	62.5	2.5
4819	91701030	0	Almonds, yogurt-covered	12.8599	38.4799	43.57	553	0	3.08	0	0	36.38	4.5
4820	91702010	0	Butterscotch morsels or chips	2.2	29.05	67.0999	539	0	0.75	0	0	67.0999	0
4821	91703010	0	Chocolate-flavored roll (Tootsie Roll)	1.59	3.31	87.73	387	0	6.69	7	75	56.32	0.1
4822	91703020	0	Caramel	4.5998	8.0998	77	382	0	8.5	0	0	65.5	0
4823	91703030	0	Caramel, with walnuts	5.7698	14.39	70.03	412	0	8.0099	0	0	58.57	0.7
4824	91703040	0	Caramel, chocolate covered (Riesen, Russel Stover, Caramello)	5.2999	13.06	72.95	417	0	6.8898	5	47	62.28	0.8
4825	91703060	0	Caramel, with nuts, chocolate covered (turtles)	9.5	21	60.67	470	0	6.0998	19	113	41.35	4.2999
4826	91703070	0	Rolo	5.08	20.93	67.95	474	0	4.5998	6	52	63.93	0.9
4827	91703080	0	Caramel, sugar free	2.24	14.23	72.64	433	0	9.58	1	26	17.1999	0.9
4828	91703150	0	Toblerone, milk chocolate with honey and almond nougat	7	25.46	64.3499	514	0	1.6	17	174	56.27	3.3999
4829	91703200	0	TWIX Caramel Cookie Bars	4.91	24.85	64.7998	502	0	4.23	7	70	48.25	1.1
4830	91703250	0	TWIX Chocolate Fudge Cookie Bars	7.2999	33.2999	56	550	0	2.2	10	212	53	3
4831	91703300	0	TWIX Peanut Butter Cookie Bars	9.1798	32.67	54.1499	536	0	1.82	7	70	36.13	3.1
4832	91703400	0	Whatchamacallit	8.0398	23.68	63.2299	494	0	3.04	10	100	48.8599	1.8998
4833	91703500	0	Almonds, carob-coated	15.88	41.1199	36.84	559	0	3.52	0	0	19.1999	6.5
4834	91703600	0	Espresso coffee beans, chocolate-covered	7.41	33.18	55.25	549	0	2.4199	800	178	50.75	5.7
4835	91705010	0	Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)	7.65	29.66	59.3999	535	0	1.5	20	205	51.5	3.3999
4836	91705020	0	Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)	7.6398	29.37	59.67	511	0	1.52	20	203	51.06	3.2999
4837	91705030	0	Kit Kat	6.5099	25.9898	64.59	518	0	1.6298	14	116	48.68	1
4838	91705040	0	Chocolate bar, milk, with nuts (pecans, hazelnuts or cashews)	8.64	35.06	52.5	552	0	1.86	16	168	43.03	4.0998
4839	91705050	0	Chocolate bar, milk, with fruit and nuts (Nestle Chunky)	7.58	24.3798	59.9799	456	0	6.45	13	143	51.4799	4.2999
4840	91705060	0	Chocolate bar, milk, with almonds	9	34.3999	53.3999	526	0	1.5	18	183	43.8999	6.2
