Food_Item_ID	FoodCode	ModCode	Food Name	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Alcohol (g)	Water (g)	Caffeine (mg)	Theobromine (mg)	Total Sugars (g)	Total Dietary Fiber (g)
2972	57602100	0	Oats, uncooked	13.15	6.5198	67.7	379	0	10.84	0	0	0.99	10.1
5493	57602109	0	Flour, oat	14.66	9.1198	65.7	404	0	8.55	0	0	0.8	6.5
2973	57602500	0	Oat bran, uncooked	17.3	7.03	66.2198	246	0	6.5499	0	0	1.4498	15.4
2974	57603100	0	Rice polishings	13.35	20.85	49.6899	316	0	6.1299	0	0	0.9	21
2975	57603200	0	Rice bran, uncooked	13.35	20.85	49.6899	316	0	6.1299	0	0	0.9	21
2976	57604100	0	Whole wheat, cracked	12.6099	1.54	71.18	327	0	13.1	0	0	0.41	12.1999
6282	58100000	0	Breakfast burrito, with egg, cheese and salsa	10.1999	11.34	20.37	227	0	55.9099	0	0	2.73	1
6283	58100005	0	Breakfast burrito, with egg, cheese, potato and salsa	8.9199	11.07	20.8298	220	0	57.0499	0	0	2.54	1.2
6284	58100010	0	Breakfast burrito, with sausage, egg, cheese and salsa	11.32	13.49	17.8098	240	0	55.1	0	0	2.5099	0.9
6285	58100013	0	Breakfast burrito, with sausage, egg, cheese, and peppers	11.02	17.07	22.67	290	0	46.2999	0	0	2.91	1.1
6286	58100015	0	Breakfast burrito, with sausage, egg, cheese, potato and salsa	10.0398	12.9499	18.5798	232	0	56.2199	0	0	2.37	1.1
6287	58100020	0	Breakfast burrito, with sausage, egg, cheese, beans and salsa	10.43	12.0299	17.9499	223	0	57.39	0	0	2.2	1.8
2977	58100100	0	Burrito with beef	12.98	14.14	14.93	241	0	55.7599	0	0	1.8798	0.9
2979	58100120	0	Burrito with beef, beans, and cheese	11.35	12.01	18.5	228	0	55.85	0	0	1.9198	2.2
6288	58100125	0	Burrito with beef, beans, and cheese (fast food)	7.03	6.7999	23.37	180	0	60.8999	0	0	2.1	3.7
6289	58100135	0	Burrito with beef, cheese and sour cream	11.48	14.91	13.27	234	0	58.34	0	0	2.02	0.8
2981	58100140	0	Burrito with beef, beans, cheese, and sour cream	10.1	13.05	16.3998	223	0	58.35	0	0	2.0499	1.8998
6290	58100145	0	Burrito with beef, beans, cheese and sour cream (fast food)	8.5398	7.86	26.66	209	0	54.92	0	0	1.6598	3.6
2984	58100160	0	Burrito with beef, beans, rice, and cheese (Grilled Stuft Burrito)	10.77	11.23	19.14	221	0	56.68	0	0	1.79	2.1
6291	58100165	0	Burrito with beef, beans, rice, cheese and sour cream	9.6699	12.31	17.0798	218	0	58.9399	0	0	1.9299	1.8
2986	58100200	0	Burrito with chicken	17.66	10.97	17.16	240	0	51.88	0	0	2.04	1
2988	58100220	0	Burrito with chicken, beans, and cheese	13.2799	10.43	19.7898	226	0	54.14	0	0	1.99	2.3999
6292	58100235	0	Burrito with chicken, cheese and sour cream	15.17	12.3698	14.8698	233	0	55.5	0	0	2.18	0.8
2990	58100245	0	Burrito with chicken, beans, cheese, and sour cream (Burrito Supreme)	11.66	11.77	17.35	222	0	57.07	0	0	2.12	2
2992	58100255	0	Burrito with chicken, beans, rice, and cheese (Grilled Stuft Burrito)	12.52	9.6998	20.39	220	0	55.1599	0	0	1.85	2.2
6293	58100260	0	Burrito with chicken, beans, rice, cheese and sour cream	11.1099	11.06	18.02	216	0	57.78	0	0	1.99	1.8998
2993	58100300	0	Burrito with beans and rice	9.3399	9.3698	22.28	210	0	56.74	0	0	1.83	3.2999
2995	58100320	0	Burrito with beans and cheese	9.8	10	21.87	216	0	55.93	0	0	1.95	3.5
6294	58100325	0	Burrito with beans and cheese (fast food)	7.3498	6.0499	31.23	205	0	53.17	0	0	1.73	4.2
2996	58100330	0	Burrito with beans, rice, cheese, sour cream, lettuce, tomato and guacamole (7 Layer Burrito)	8.4398	10.65	19.87	208	0	58.93	0	0	1.96	2.8999
2999	58100360	0	Chilaquiles (tortilla casserole with salsa, cheese, and egg)	8.5899	17.68	24.89	292	0	46.7	0	0	3	2.7999
3000	58100370	0	Chilaquiles (tortilla casserole with salsa and cheese, no egg)	7.33	17.21	29.19	299	0	44.14	0	0	3.45	3.2999
3001	58100400	0	Enchilada with beef, red sauce	10.0399	8.6999	17.66	186	0	62.59	0	0	1.8899	2.8999
3003	58100510	0	Enchilada with beef and beans, red sauce	7.0999	6.65	20.3799	165	0	64.4599	0	0	1.84	4.2
3004	58100520	0	Enchilada with beef, beans, and cheese, red sauce	6.8498	6.33	14.5398	139	0	70.59	0	0	2.5699	2.7
6295	58100525	0	Enchilada with beef and beans, green sauce	7.2599	8.06	14.83	157	0	68.5498	0	0	2.1	3
3005	58100530	0	Enchilada with beef and cheese, red sauce	9.22	7.15	12.22	147	0	69.78	0	0	2.6299	1.8
6296	58100535	0	Enchilada with beef, green sauce	9.83	9.08	12.3698	168	0	67.5	0	0	2.12	2
3006	58100560	0	Enchilada with ham and cheese	8.63	9.38	18.0799	187	0	62.02	0	0	1.9199	3.1
3007	58100600	0	Enchilada with chicken, red sauce	11.3599	5.4599	16.75	159	0	66.01	0	0	1.79	2.7
3008	58100610	0	Enchilada with chicken and beans, red sauce	7.8499	5.3899	17.9899	148	0	67.64	0	0	1.85	3.8999
3009	58100620	0	Enchilada with chicken, beans, and cheese, red sauce	6.7599	5.5198	14.5299	131	0	71.5699	0	0	2.5699	2.7
6297	58100625	0	Enchilada with chicken and beans, green sauce	7.16	7.19	14.82	148	0	69.59	0	0	2.1	3
3010	58100630	0	Enchilada with chicken and cheese, red sauce	9	5.4	12.21	130	0	71.87	0	0	2.62	1.8
6298	58100635	0	Enchilada with chicken, green sauce	9.5998	7.2	12.35	149	0	69.75	0	0	2.12	2
3011	58100710	0	Enchilada with beans, red sauce	4.87	5.11	22.5	150	0	66.0499	0	0	1.8	5.2
3012	58100720	0	Enchilada with beans and cheese, red sauce	4.7999	5.6299	16.55	131	0	71.2998	0	0	2.52	3.5
6299	58100725	0	Enchilada with beans, green sauce	5.0499	7.19	16.9499	148	0	69.45	0	0	2.08	3.7999
3013	58100800	0	Enchilada with cheese, red sauce	7.48	10.05	12.72	167	0	67.7699	0	0	2.7799	1.8998
6300	58100805	0	Enchilada with cheese, green sauce	7.98	12.26	12.91	189	0	65.2699	0	0	2.2799	2
3014	58100900	0	Enchilada with seafood	8.71	3.74	17.1999	134	0	68.9099	0	0	1.84	2.7999
3015	58101230	0	Flauta with beef	11.5399	21.0599	16.92	299	0	49.7599	0	0	1.02	2.6
3016	58101240	0	Flauta with chicken	10.9	19.92	15.73	282	0	53.0799	0	0	0.95	2.3999
3019	58101320	0	Taco, with beef, cheese, lettuce and salsa	10.42	13.71	18.8798	239	0	54.84	0	0	2.4399	2.7
6301	58101323	0	Taco, with beef, cheese and lettuce (fast food)	8.8598	12.6999	19.85	226	0	57.02	0	0	0.9	3.8999
6302	58101325	0	Taco, with beef, cheese, lettuce, salsa and sour cream	9.39	14.76	16.89	236	0	56.9799	0	0	2.54	2.2999
6303	58101345	0	Soft taco, with beef, cheese, lettuce and salsa	10.57	9.9299	20.55	214	0	56.57	0	0	3.3199	1.7
6304	58101347	0	Soft taco, with beef, cheese and lettuce (fast food)	9.25	9.75	20.23	206	0	58.78	0	0	1.57	2.8999
3020	58101350	0	Soft taco, with beef, cheese, lettuce, salsa and sour cream (Soft Taco Supreme)	9.6198	11.3	18.57	214	0	58.2899	0	0	3.31	1.5
6305	58101357	0	Soft taco, with beef, cheese, lettuce and sour cream (fast food)	8.6799	9.96	18.78	200	0	60.7199	0	0	1.4398	2.6
3022	58101450	0	Soft taco, with chicken, cheese, lettuce and salsa	12.96	8.2698	21.3298	213	0	55.18	0	0	2.6099	1.5
6306	58101457	0	Soft taco with chicken, cheese and lettuce (fast food)	13.3	6.3498	19.69	189	0	58.42	0	0	1.3	1.2
3023	58101460	0	Soft taco, with chicken, cheese, lettuce, salsa and sour cream	11.4499	9.8598	18.77	210	0	57.85	0	0	2.64	1.3
3025	58101520	0	Taco, with chicken, cheese, lettuce and salsa	13.38	12.55	19.87	245	0	52.21	0	0	1.52	2.6
6307	58101525	0	Taco, with chicken, cheese, lettuce, salsa and sour cream	11.58	13.69	17.18	237	0	55.74	0	0	1.74	2.2
3027	58101540	0	Taco, with fish, cheese, lettuce and salsa	9.98	11.38	19.87	221	0	56.96	0	0	1.54	2.6
6308	58101555	0	Soft taco, with fish, cheese, lettuce and salsa	10.05	7.29	21.3298	192	0	59.24	0	0	2.6099	1.5
5553	58101610	0	Soft taco, with beans, cheese, lettuce and salsa	6.9	6.25	24.0398	179	0	60.7	0	0	2.16	4
5554	58101615	0	Soft taco, with beans, cheese, lettuce, salsa and sour cream	6.4	7.6299	21.8798	180	0	62.1	0	0	2.24	3.6
6309	58101620	0	Soft taco, with beef, beans, cheese, lettuce and salsa	8.5398	7.9	22.57	195	0	58.74	0	0	2.68	3
6310	58101625	0	Soft taco, with chicken, beans, cheese, lettuce and salsa	9.4	7.0899	22.92	193	0	58.42	0	0	2.35	2.8999
6311	58101630	0	Soft taco, with beef, beans, cheese, lettuce, salsa and sour cream	7.86	9.2898	20.46	196	0	60.2899	0	0	2.72	2.6
6312	58101635	0	Soft taco, with chicken, beans, cheese, lettuce, salsa and sour cream	8.5298	8.57	20.5598	193	0	60.31	0	0	2.41	2.6
3029	58101720	0	Taco, with beans, cheese, lettuce and salsa	6.49	8.9	23.3599	197	0	59.32	0	0	1.3898	5
6313	58101725	0	Taco, with beans, cheese, lettuce, salsa and sour cream	6	10.1099	21.0598	196	0	61.02	0	0	1.55	4.5
3030	58101730	0	Taco, with beef, beans, cheese, lettuce and salsa	8.24	11.0398	21.4698	216	0	57.21	0	0	1.86	4
6314	58101733	0	Taco, with beef, beans, cheese and lettuce (fast food)	8.6198	12.02	19.7398	218	0	58.03	0	0	0.88	4.0998
6315	58101735	0	Taco, with chicken, beans, cheese, lettuce and salsa	9.25	10.3599	21.96	216	0	56.4799	0	0	1.4398	4.0998
6316	58101745	0	Taco, with beef, beans, cheese, lettuce, salsa and sour cream	7.5198	12.1999	19.27	215	0	59.1099	0	0	2	3.5
6317	58101750	0	Taco, with chicken, beans, cheese, lettuce, salsa and sour cream	8.3	11.59	19.4499	213	0	58.84	0	0	1.6298	3.5
3031	58101800	0	Hamburger Helper Taco Bake (ground beef with tomato sauce and taco seasonings on a cornbread crust)	9.57	7.98	20.67	194	0	59.6499	0	0	6.99	2.2999
3032	58101820	0	Frito Pie with beans (Mexican casserole with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips)	13.3599	11.7799	18.27	230	0	54.8699	0	0	1.37	3.2999
3033	58101830	0	Frito Pie without beans  (Mexican casserole with ground beef, tomato sauce, cheese, taco seasonings, and corn chips)	14.73	15.88	15.68	263	0	51.7999	0	0	1.74	1.8
3034	58101910	0	Taco salad, with corn chips, with beef and cheese	8.58	9.3699	9.82	156	0	70.87	0	0	1.69	1.3
3035	58101930	0	Taco salad, in fried flour tortilla, with beef, beans and cheese	7.5198	8.9498	16.77	176	0	65.2099	0	0	1.96	2.6
6318	58101935	0	Taco salad, in fried flour tortilla, with chicken, beans and cheese	8.2599	7.4199	16.57	164	0	66.23	0	0	1.94	2.6
3036	58101940	0	Taco salad, in fried flour tortilla, with beans and cheese	5.3399	7.03	19.5798	160	0	66.51	0	0	2	3.5
6319	58101945	0	Taco salad, in fried flour tortilla, with beef, beans, cheese, and sour cream	6.86	10.25	15.1	178	0	66.3199	0	0	2.0699	2.2999
6320	58101950	0	Taco salad, in fried flour tortilla, with chicken, beans, cheese, and sour cream	7.5198	8.89	14.94	168	0	67.2099	0	0	2.0499	2.2999
6321	58101955	0	Taco salad, in fried flour tortilla, with beans, cheese, and sour cream	4.94	8.58	17.55	164	0	67.48	0	0	2.1099	3.1
3037	58103120	0	Tamale, with beef	7.3498	9.0398	15.75	174	0	66.03	0	0	0.46	2.3999
3038	58103130	0	Tamale, with chicken	9.46	13.8599	14.89	221	0	60.1	0	0	0.55	1.3
3039	58103200	0	Tamale, plain, meatless, no sauce, Puerto Rican style or Caribbean Style	2.0099	18.7398	14.39	225	0	62.09	0	0	2.41	1.5
3040	58103210	0	Tamale, meatless, with sauce, Puerto Rican or Caribbean style	1.56	46.0099	11.1999	458	0	38.18	0	0	1.73	1.5
3041	58103250	0	Tamale, plain, meatless, no sauce, Mexican style	3.48	7.21	26.68	186	0	61.32	0	0	7.4199	3.2
3042	58103310	0	Tamale casserole with beef	6.44	8.1998	15.5	160	0	68.4	0	0	1.98	1.5
3043	58104080	0	Nachos, with beef, beans, cheese, and sour cream	10.81	16.71	24.94	289	0	45.8299	0	0	1.1299	3.2
3044	58104090	0	Nachos, with cheese and sour cream	8.6998	11.88	21.3798	222	0	56	0	0	1.6598	4
3045	58104100	0	Nachos, with cheese	7.8499	17.93	31.48	312	0	41.2999	0	0	2.6	2.2999
3046	58104110	0	Nachos, with beans	6.49	7.83	25.4699	193	0	58.4399	0	0	0.78	6
3047	58104120	0	Nachos, with beans and cheese	4.32	21.5	34.9099	343	0	37.3999	0	0	2.1699	3.2
3048	58104130	0	Nachos, with beef, beans, and cheese	13.7799	12.31	17.59	234	0	54.38	0	0	1.11	3.2999
3049	58104140	0	Nachos, with beef and cheese	22.2199	23.1499	13.47	352	0	39.31	0	0	0.34	1.1
6322	58104150	0	Nachos, with chicken and cheese	15.18	8.99	17.1498	208	0	56.81	0	0	1.08	3.2999
3050	58104160	0	Nachos, with chili and cheese	10.26	15.0299	21.92	257	0	50.75	0	0	0.96	3.7
3051	58104180	0	Nachos, with beef, beans, cheese, tomato and sour cream (Nachos Supreme)	6.28	12.63	20.0798	216	0	59.32	0	0	1.51	3.3999
6323	58104190	0	Nachos, with chicken, cheese, and sour cream	14.0398	9.9199	15.91	207	0	58.35	0	0	1.24	3
3053	58104260	0	Chalupa with beans, cheese, lettuce and tomato	6.54	8.64	25.89	205	0	57.02	0	0	1.94	4.0998
6324	58104270	0	Chalupa with beans and sour cream	6.15	9.6198	23.8798	204	0	58.5399	0	0	2.02	3.7999
3054	58104280	0	Chalupa with beef, cheese, lettuce, tomato and sour cream (Chalupa Supreme)	8.9199	13.3	21.91	241	0	53.8699	0	0	2.91	2.1
3055	58104290	0	Chalupa with beef, cheese, lettuce, tomato and salsa (Chalupa Baja)	9.6198	12.3698	23.91	244	0	51.9799	0	0	2.8799	2.3999
3056	58104310	0	Chalupa with beans, chicken, cheese, lettuce and tomato	10.92	11.7899	18.68	224	0	57.1199	0	0	1.47	2.8999
3057	58104320	0	Chalupa with chicken, cheese, lettuce, tomato and sour cream (Chalupa Supreme)	10.1899	12.0299	21.93	235	0	54.03	0	0	2.29	2
3058	58104340	0	Chalupa with chicken, cheese, lettuce, tomato and salsa (Chalupa Baja)	11.23	11.0398	24.37	240	0	51.42	0	0	2.21	2.2
3059	58104450	0	Chimichanga, with beef	10.77	21.73	19.42	317	0	46.1	0	0	1.3999	1.3999
3060	58104500	0	Chimichanga, with beef, beans, and cheese	9.1198	11.81	28.8599	258	0	47.78	0	0	3.06	3
3061	58104510	0	Chimichanga, with beef and cheese	10.5399	20.2199	14.66	282	0	52.89	0	0	1.3799	1.2
3062	58104520	0	Chimichanga, with beans and cheese	7.0998	9.32	27.98	223	0	53.42	0	0	2.41	3.7999
3063	58104530	0	Chimichanga, with chicken, beans and cheese	10.33	11.67	30.67	269	0	44.8599	0	0	2.89	3.1
6325	58104535	0	Chimichanga, with beef, cheese and sour cream	8.8598	14.66	27.93	279	0	46.1899	0	0	3.68	1.7
6326	58104540	0	Chimichanga, with beans, cheese and sour cream	6.6398	10.27	25.69	220	0	55.34	0	0	2.45	3.3999
3064	58104550	0	Chimichanga, with chicken, beans, cheese and sour cream	9.49	12.72	27.8098	263	0	47.5799	0	0	2.9199	2.7999
3065	58104600	0	Chimichanga, with beef and rice	6.5499	12.8	19.35	218	0	60.1499	0	0	2.35	1.5
3066	58104710	0	Quesadilla, cheese	13.15	16.87	33.35	340	0	33.75	0	0	3.08	1.5
6327	58104720	0	Quesadilla, cheese (fast food)	13.91	18.1498	30.46	343	0	34.5499	0	0	2.89	1.3998
3067	58104730	0	Quesadilla, beef and cheese	14.9	15.49	29.8	320	0	37.0499	0	0	2.75	1.3
3068	58104740	0	Quesadilla, chicken and cheese	14.91	15.52	29.78	321	0	37.1099	0	0	2.75	1.3
6328	58104745	0	Quesadilla, chicken (fast food)	15.05	15.25	24.0398	294	0	42.6199	0	0	1.8798	1.7
6329	58104750	0	Quesadilla, vegetables and cheese	11.76	14.96	30.16	304	0	40.5099	0	0	3.0899	1.5
6330	58104760	0	Quesadilla, beef, vegetables and cheese	13.32	15.22	29.98	312	0	38.7899	0	0	2.9199	1.3998
6331	58104770	0	Quesadilla, chicken, vegetables and chicken	13.33	15.24	29.9698	312	0	38.82	0	0	2.9199	1.3998
6332	58104800	0	Taquitos, with cheese	10.9499	11.14	32.78	269	0	43.39	0	0	0.78	4.5998
3069	58104820	0	Taquitos, with beef and cheese	9.4	12.7898	33.46	287	0	42.45	0	0	1.6598	2.7999
3070	58104830	0	Taquitos, with chicken and cheese	9.21	12.5398	33.63	284	0	42.74	0	0	1.3	2.8999
6333	58104900	0	Taquitos, with egg	10.1899	10.68	28.1298	252	0	48.7599	0	0	3.0299	1.3
6334	58104905	0	Taquitos, with egg and bacon	11.51	12.0398	26.66	264	0	47.3599	0	0	2.8599	1.2
3071	58105000	0	Fajitas, chicken and vegetable	10.3599	6.3098	15.02	159	0	66.73	0	0	2.8799	1.3
3072	58105050	0	Fajitas, beef and vegetable	10.33	6.73	15.02	163	0	66.5	0	0	2.8799	1.3
6335	58105075	0	Fajitas, vegetable	5.3898	8.3498	16.16	159	0	68.31	0	0	3.54	1.6
3073	58105100	0	Pupusa, cheese-filled	11.72	13.25	22.39	256	0	50.3599	0	0	1.2	2.8999
3074	58105105	0	Pupusa, bean-filled	6.0198	4.7599	29.8998	182	0	57.8599	0	0	1.07	3.7
3075	58105110	0	Pupusa, meat-filled	11.51	10.43	23.02	232	0	53.1199	0	0	1.4498	2.6
3076	58106200	0	Pizza, cheese, prepared from frozen, thin crust	12.16	11.02	28.2398	261	0	46.35	0	0	3.72	3
3077	58106205	0	Pizza, cheese, prepared from frozen, thick crust	12.3698	8.7798	32.9099	260	0	43.46	0	0	5.0899	2.5
3078	58106220	0	Pizza, cheese, thin crust	12.85	13.9499	31.1999	302	0	38.92	0	0	3.6099	2.5
3079	58106225	0	Pizza, cheese, regular crust	11.39	9.6898	33.3299	266	0	43.17	0	0	3.58	2.2999
3080	58106230	0	Pizza, cheese, thick crust	10.81	10.5398	33.17	271	0	43.0499	0	0	3.3399	2.2
6336	58106233	0	Pizza, cheese, stuffed crust	12.23	11.63	30	274	0	43.3699	0	0	2.8999	1.7
3081	58106250	0	Pizza, with extra cheese, thin crust	13.58	14.2898	29.67	302	0	39.34	0	0	3.4399	2.3999
3082	58106255	0	Pizza, with extra cheese, regular crust	12.39	10.4	31.3098	268	0	43.3999	0	0	3.3799	2.1
3083	58106260	0	Pizza, with extra cheese, thick crust	11.52	10.98	31.8	272	0	43.21	0	0	3.21	2.1
3084	58106300	0	Pizza, with vegetables, prepared from frozen, thin crust	9.24	10.81	26.51	240	0	51.5799	0	0	3.62	2.1
3085	58106305	0	Pizza, with vegetables, prepared from frozen, thick crust	11.64	8.22	31.3098	245	0	46.5	0	0	5.0198	2.3999
3086	58106320	0	Pizza, with vegetables, thin crust	11.22	12.0299	28.02	265	0	46.03	0	0	3.66	2.2999
3087	58106325	0	Pizza, with vegetables, regular crust	10.31	8.6898	30.71	242	0	48.0799	0	0	3.62	2.2
3088	58106330	0	Pizza, with vegetables, thick crust	9.74	9.39	30.43	245	0	48.2299	0	0	3.41	2.1
3089	58106345	0	Pizza, with extra vegetables, thin crust (Veggie Lovers, Vegi Feast)	9.63	10.8599	24.46	233	0	52.5499	0	0	3.3199	2.3999
3090	58106347	0	Pizza, with  extra vegetables, regular crust (Veggie Lovers, Vegi Feast)	9.21	8.22	27.64	220	0	52.82	0	0	3.3599	2.2
3091	58106350	0	Pizza, with  extra vegetables, thick crust (Veggie Lovers, Vegi Feast)	9.46	9.4498	29.46	240	0	49.4099	0	0	3.23	2.2
5558	58106358	0	Pizza, with pineapple, thin crust	10.72	11.56	28.5	260	0	46.6099	0	0	5.45	2.2999
5559	58106359	0	Pizza, with pineapple, regular crust	9.96	8.4298	31	239	0	48.46	0	0	4.98	2.2
3092	58106360	0	Pizza, with pineapple thick crust	9.58	9.2898	31.0598	246	0	47.89	0	0	4.65	2.1
5560	58106411	0	Pizza, with chicken, thin crust	14.9499	13.1	27.1298	287	0	42.1599	0	0	3.14	2.2
5561	58106412	0	Pizza, with chicken, regular crust	13.68	9.39	28.98	256	0	45.8599	0	0	3.1099	2
5562	58106413	0	Pizza, with chicken, thick crust	13.17	10.13	28.84	260	0	45.7599	0	0	2.8999	1.8998
5563	58106441	0	Pizza, with chicken and vegetables, thin crust	14.1099	12.42	25.93	273	0	45	0	0	3.1299	2.1
5564	58106442	0	Pizza, with chicken and vegetables, regular crust	12.92	8.9398	27.67	243	0	48.46	0	0	3.1099	2
5565	58106443	0	Pizza, with chicken and vegetables, thick crust	12.44	9.63	27.5398	247	0	48.3699	0	0	2.91	1.8998
5566	58106461	0	Pizza, with chicken and pineapple, thin crust	13.69	11.96	26.12	268	0	45.77	0	0	4.11	2.1
5567	58106462	0	Pizza, with chicken and pineapple, regular crust	12.5299	8.58	27.8098	239	0	49.1499	0	0	4.0899	1.8998
5568	58106463	0	Pizza, with chicken and pineapple, thick crust	12.07	9.2599	27.68	243	0	49.0499	0	0	3.8999	1.8998
3093	58106500	0	Pizza, with meat, prepared from frozen, thin crust	10.94	13.57	27.53	276	0	45.8699	0	0	3.3999	2.1
3094	58106505	0	Pizza, with meat, prepared from frozen, thick crust	13.0299	10.8599	30.52	272	0	43.1099	0	0	4.73	2.2999
3095	58106550	0	Pizza, with pepperoni, thin crust	14.01	17.6099	29	331	0	36.0499	0	0	3.22	2.2999
3096	58106555	0	Pizza, with pepperoni, regular crust	11.74	11.91	31.98	282	0	41.77	0	0	3.2599	2.2999
3097	58106560	0	Pizza, with pepperoni, thick crust	11.49	12.58	31.84	287	0	41.53	0	0	2.93	2.2
6337	58106565	0	Pizza, with pepperoni, stuffed crust	13.25	14.7898	27.07	295	0	42.14	0	0	2.62	1.5
3098	58106620	0	Pizza, with meat, no pepperoni, thin crust	13.3599	17.71	27	321	0	38.8299	0	0	3.02	2.5
3099	58106625	0	Pizza, with meat, no pepperoni, regular crust	11.5	12.35	30.62	280	0	43.06	0	0	3.3199	2.2999
3100	58106630	0	Pizza, with meat, no pepperoni, thick crust	11.06	12.94	30.3599	282	0	43.2199	0	0	2.8199	2.2999
3101	58106650	0	Pizza, with extra meat, thin crust (Meat lovers, Meatzza)	16.28	16.35	22.78	306	0	41.95	0	0	2.66	1.8
3102	58106655	0	Pizza, with extra meat, regular crust (Meat lovers, Meatzza)	14.23	12.34	26.67	276	0	44.53	0	0	2.89	1.8
3103	58106660	0	Pizza, with extra meat, thick crust (Meat lovers, Meatzza)	13.6999	12.96	26.69	280	0	44.3999	0	0	2.71	1.8
3104	58106700	0	Pizza, with meat and vegetables, prepared from frozen, thin crust	11.2799	14.43	25.14	276	0	46.71	0	0	4.8498	2.2
3105	58106705	0	Pizza, with meat and vegetables, prepared from frozen, thick crust	12.63	11.75	28.78	271	0	44.24	0	0	7.2599	2.2999
3106	58106720	0	Pizza, with meat and vegetables, thin crust	12.72	13.1999	25.12	271	0	46.38	0	0	3.2799	2.1
3107	58106725	0	Pizza, with meat and vegetables, regular crust	11.02	10.9	25.3798	244	0	50.3999	0	0	3.73	2.2
3108	58106730	0	Pizza, with meat and vegetables, thick crust	10.97	10.56	30.16	260	0	46.03	0	0	3.22	2
5569	58106733	0	Pizza, with extra meat and extra vegetables, prepared from frozen, thin crust	10.21	14.22	23.39	262	0	50.21	0	0	3.14	1.8998
5570	58106734	0	Pizza, with extra meat and extra vegetables, prepared from frozen, thick crust	11.76	11.5299	26.3798	256	0	48.0399	0	0	4.3098	2.1
3109	58106736	0	Pizza, with extra meat and extra vegetables, thin crust (Supreme Pizza, Extravaganzza)	12.5299	12.06	22.3998	248	0	50.6099	0	0	2.94	2.1
3110	58106737	0	Pizza, with extra meat and extra vegetables, thick crust (Supreme Pizza, Extravaganzza)	11.06	10.01	26.53	240	0	50.2999	0	0	2.93	2
3111	58106738	0	Pizza, with extra meat and extra vegetables, regular crust (Supreme Pizza, Extravaganzza)	11.51	9.33	26.1	234	0	50.99	0	0	3.08	2
3112	58106750	0	Pizza, with ham and pineapple, thin crust	11.98	11.51	25.6	254	0	48.0399	0	0	4.5	2
3113	58106755	0	Pizza, with ham and pineapple, regular crust	10.98	8.58	28.3599	234	0	49.7	0	0	4.2999	2
3114	58106760	0	Pizza, with ham and pineapple, thick crust	10.58	9.5198	29.26	245	0	48.24	0	0	3.95	2
3115	58106780	0	Pizza, with meat and vegetables, prepared from frozen, lowfat, thin crust	9.8699	8.8	21.73	208	0	57.7999	0	0	1.72	1.1
3116	58106820	0	Pizza, with beans and vegetables, thin crust (Pizza Hut Taco Pizza)	10.13	9.4498	25.3298	226	0	52.6199	0	0	2.75	3.2
3117	58106825	0	Pizza, with beans and vegetables, regular crust (Pizza Hut Taco Pizza)	10.8699	8.6799	29.94	241	0	48.38	0	0	3.58	2.2
3118	58106830	0	Pizza, with beans and vegetables, thick crust (Pizza Hut Taco Pizza)	9.3598	8.15	28.5598	224	0	51.77	0	0	2.7999	2.7999
3119	58106910	0	Pizza, with seafood, thin crust	14.94	11.49	41.71	334	0	29.07	0	0	1.25	1.5
3120	58106915	0	Pizza, with seafood, regular crust	14.57	11.05	42.5399	332	0	29.16	0	0	1.24	1.5
3121	58106920	0	Pizza, with seafood, thick crust	14.1999	10.6099	43.38	330	0	29.25	0	0	1.23	1.6
3122	58107050	0	Pizza, no cheese, thin crust	7.6799	13.41	30.68	275	0	46.39	0	0	4.98	2
3123	58107060	0	Pizza, no cheese, regular crust	5.5499	6.5	40.03	241	0	46.42	0	0	2.4199	2.1
3124	58107100	0	Pizza, no cheese, thick crust	7.6299	11.96	37.89	291	0	40.77	0	0	5.4298	2.1
3125	58107220	0	Pizza, white, thin crust	13.77	20.14	31.39	362	0	32.68	0	0	3.87	1.2
3126	58107225	0	Pizza, white, regular crust	14.6199	12.59	47.7999	368	0	22.14	0	0	0.96	1.7
3127	58107230	0	Pizza, white, thick crust	12	16.71	38.84	355	0	30.57	0	0	4.66	1.5
3128	58108000	0	Calzone, with cheese, meatless (stromboli)	18.78	22.09	27.5598	386	0	28.37	0	0	0.43	1.3
3129	58108010	0	Calzone, with meat and cheese (stromboli)	14.65	18.28	30.8599	349	0	34.18	0	0	0.27	1.3998
3130	58108030	0	Panzerotti, with meat, vegetables, and cheese	10.17	17.8599	17.84	274	0	52.32	0	0	0.94	1.2
3131	58108040	0	Panzerotti, with vegetables and cheese	6.78	16.78	18.1	250	0	56.2	0	0	1.03	1.3999
3132	58108050	0	Pizza rolls	9.1898	10.5	53.39	345	0	24.0598	0	0	3.94	1.3
3133	58109000	0	Italian pie, meatless (Pizza Hut Priazzo Florentine)	10.83	9.23	35.4099	270	0	41.81	0	0	2.0499	1.8
3134	58109010	0	Italian pie with meat (Pizza Hut Priazzo)	11.24	11.75	35.3999	295	0	39.06	0	0	1.99	1.8
3135	58110110	0	Egg roll, meatless (spring roll)	6.24	11.9499	30.18	252	0	49.49	0	0	6.4599	2.6
3136	58110120	0	Egg roll, with shrimp (spring roll)	6.24	11.9499	30.18	252	0	49.49	0	0	6.4599	2.6
