Food.code	taxonomy	Description
11513395	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_nondairy_milk	Nesquik chocolate milk made from no sugar added dry mix with nondairy milk
11513400	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_syrup_NS_as_to_type_of_milk	Chocolate milk made from syrup NS as to type of milk
11513500	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_syrup_with_whole_milk	Chocolate milk made from syrup with whole milk
11513550	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_syrup_with_reduced_fat_milk_2	Chocolate milk made from syrup with reduced fat milk 2
11513600	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_syrup_with_low_fat_milk_1	Chocolate milk made from syrup with low fat milk 1
11513700	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_syrup_with_fat_free_milk_skim	Chocolate milk made from syrup with fat free milk skim
11513750	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_syrup_with_nondairy_milk	Chocolate milk made from syrup with nondairy milk
11513800	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_light_syrup_NS_as_to_type_of_milk	Chocolate milk made from light syrup NS as to type of milk
11513801	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_light_syrup_with_whole_milk	Chocolate milk made from light syrup with whole milk
11513802	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_light_syrup_with_reduced_fat_milk_2	Chocolate milk made from light syrup with reduced fat milk 2
11513803	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_light_syrup_with_low_fat_milk_1	Chocolate milk made from light syrup with low fat milk 1
11513804	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_light_syrup_with_fat_free_milk_skim	Chocolate milk made from light syrup with fat free milk skim
11513805	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_light_syrup_with_nondairy_milk	Chocolate milk made from light syrup with nondairy milk
11513850	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_sugar_free_syrup_NS_as_to_type_of_milk	Chocolate milk made from sugar free syrup NS as to type of milk
11513851	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_sugar_free_syrup_with_whole_milk	Chocolate milk made from sugar free syrup with whole milk
11513852	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_sugar_free_syrup_with_reduced_fat_milk_2	Chocolate milk made from sugar free syrup with reduced fat milk 2
11513853	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_sugar_free_syrup_with_low_fat_milk_1	Chocolate milk made from sugar free syrup with low fat milk 1
11513854	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_sugar_free_syrup_with_fat_free_milk_skim	Chocolate milk made from sugar free syrup with fat free milk skim
11513855	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Chocolate_milk_made_from_sugar_free_syrup_with_nondairy_milk	Chocolate milk made from sugar free syrup with nondairy milk
11514100	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_dry_mix_and_water	Hot chocolate  Cocoa made with dry mix and water
11514110	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_dry_mix_and_whole_milk	Hot chocolate  Cocoa made with dry mix and whole milk
11514120	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_dry_mix_and_reduced_fat_milk_2	Hot chocolate  Cocoa made with dry mix and reduced fat milk 2
11514130	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_dry_mix_and_low_fat_milk_1	Hot chocolate  Cocoa made with dry mix and low fat milk 1
11514140	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_dry_mix_and_fat_free_milk_skim	Hot chocolate  Cocoa made with dry mix and fat free milk skim
11514150	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_dry_mix_and_nondairy_milk	Hot chocolate  Cocoa made with dry mix and nondairy milk
11514300	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Cocoa_with_nonfat_dry_milk_and_low_calorie_sweetener_mixture_water_added	Cocoa with nonfat dry milk and low calorie sweetener mixture water added
11514310	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_water	Hot chocolate  Cocoa made with no sugar added dry mix and water
11514320	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_whole_milk	Hot chocolate  Cocoa made with no sugar added dry mix and whole milk
11514330	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_reduced_fat_milk_2	Hot chocolate  Cocoa made with no sugar added dry mix and reduced fat milk 2
11514340	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_low_fat_milk_1	Hot chocolate  Cocoa made with no sugar added dry mix and low fat milk 1
11514350	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_fat_free_milk_skim	Hot chocolate  Cocoa made with no sugar added dry mix and fat free milk skim
11514360	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_nondairy_milk	Hot chocolate  Cocoa made with no sugar added dry mix and nondairy milk
11519040	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Strawberry_milk_NFS	Strawberry milk NFS
11519050	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Strawberry_milk_whole	Strawberry milk whole
11519105	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Strawberry_milk_reduced_fat_2	Strawberry milk reduced fat 2
11519200	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Strawberry_milk_low_fat_1	Strawberry milk low fat 1
11519205	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Strawberry_milk_fat_free_skim	Strawberry milk fat free skim
11519215	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Strawberry_milk_nondairy	Strawberry milk nondairy
11525000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_malted_natural_flavor_made_with_milk	Milk malted natural flavor made with milk
11526000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_malted_chocolate_made_with_milk	Milk malted chocolate made with milk
11531000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Eggnog_regular	Eggnog regular
11531500	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Eggnog_lowfat__light	Eggnog lowfat  light
11541110	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_home_recipe_chocolate	Milk shake home recipe chocolate
11541120	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_home_recipe_flavors_other_than_chocolate	Milk shake home recipe flavors other than chocolate
11541130	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_home_recipe_chocolate_light	Milk shake home recipe chocolate light
11541135	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_home_recipe_flavors_other_than_chocolate_light	Milk shake home recipe flavors other than chocolate light
11541400	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_with_malt	Milk shake with malt
11541500	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_made_with_skim_milk_chocolate	Milk shake made with skim milk chocolate
11542100	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_fast_food_chocolate	Milk shake fast food chocolate
11542200	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_fast_food_flavors_other_than_chocolate	Milk shake fast food flavors other than chocolate
11543000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_bottled_chocolate	Milk shake bottled chocolate
11543010	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_bottled_flavors_other_than_chocolate	Milk shake bottled flavors other than chocolate
11551050	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Licuado__Batido_milk_fruit_drink	Licuado  Batido milk fruit drink
11553000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_drink_made_with_fruit_or_fruit_juice_and_dairy_products	Fruit smoothie drink made with fruit or fruit juice and dairy products
11553100	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_NFS	Fruit smoothie NFS
11553110	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_with_whole_fruit_and_dairy	Fruit smoothie with whole fruit and dairy
11553120	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_with_whole_fruit_and_dairy_added_protein	Fruit smoothie with whole fruit and dairy added protein
11553130	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_juice_drink_with_dairy	Fruit smoothie juice drink with dairy
11560000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Yoohoo_chocolate_milk_drink	Yoohoo chocolate milk drink
11710000	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Infant_formula_NFS	Infant formula NFS
11710050	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Expert_Care_Alimentum_infant_formula_NS_as_to_form	Similac Expert Care Alimentum infant formula NS as to form
11710051	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Expert_Care_Alimentum_infant_formula_readytofeed	Similac Expert Care Alimentum infant formula readytofeed
11710053	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_water_NFS	Similac Expert Care Alimentum infant formula prepared from powder made with water NFS
11710054	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_tap_water	Similac Expert Care Alimentum infant formula prepared from powder made with tap water
11710055	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac Expert Care Alimentum infant formula prepared from powder made with plain bottled water
11710056	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_baby_water	Similac Expert Care Alimentum infant formula prepared from powder made with baby water
11710350	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_NS_as_to_form	Similac Advance infant formula NS as to form
11710351	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_readytofeed	Similac Advance infant formula readytofeed
11710352	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	Similac Advance infant formula prepared from liquid concentrate made with water NFS
11710353	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_powder_made_with_water_NFS	Similac Advance infant formula prepared from powder made with water NFS
11710354	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	Similac Advance infant formula prepared from liquid concentrate made with tap water
11710355	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	Similac Advance infant formula prepared from liquid concentrate made with plain bottled water
11710356	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water	Similac Advance infant formula prepared from liquid concentrate made with baby water
11710357	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_powder_made_with_tap_water	Similac Advance infant formula prepared from powder made with tap water
11710358	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac Advance infant formula prepared from powder made with plain bottled water
11710359	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_infant_formula_prepared_from_powder_made_with_baby_water	Similac Advance infant formula prepared from powder made with baby water
11710360	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_Organic_infant_formula_NS_as_to_form	Similac Advance Organic infant formula NS as to form
11710361	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_Organic_infant_formula_readytofeed	Similac Advance Organic infant formula readytofeed
11710363	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_water_NFS	Similac Advance Organic infant formula prepared from powder made with water NFS
11710367	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_tap_water	Similac Advance Organic infant formula prepared from powder made with tap water
11710368	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac Advance Organic infant formula prepared from powder made with plain bottled water
11710369	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_baby_water	Similac Advance Organic infant formula prepared from powder made with baby water
11710370	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_NS_as_to_form	Similac Sensitive infant formula NS as to form
11710371	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_readytofeed	Similac Sensitive infant formula readytofeed
11710372	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	Similac Sensitive infant formula prepared from liquid concentrate made with water NFS
11710373	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_powder_made_with_water_NFS	Similac Sensitive infant formula prepared from powder made with water NFS
11710374	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	Similac Sensitive infant formula prepared from liquid concentrate made with tap water
11710375	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	Similac Sensitive infant formula prepared from liquid concentrate made with plain bottled water
11710376	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water	Similac Sensitive infant formula prepared from liquid concentrate made with baby water
11710377	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_powder_made_with_tap_water	Similac Sensitive infant formula prepared from powder made with tap water
11710378	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac Sensitive infant formula prepared from powder made with plain bottled water
11710379	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_infant_formula_prepared_from_powder_made_with_baby_water	Similac Sensitive infant formula prepared from powder made with baby water
11710380	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_for_SpitUp_infant_formula_NS_as_to_form	Similac Sensitive for SpitUp infant formula NS as to form
11710381	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_for_SpitUp_infant_formula_readytofeed	Similac Sensitive for SpitUp infant formula readytofeed
11710383	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_water_NFS	Similac Sensitive for SpitUp infant formula prepared from powder made with water NFS
11710387	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_tap_water	Similac Sensitive for SpitUp infant formula prepared from powder made with tap water
11710388	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;L5_;Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac Sensitive for SpitUp infant formula prepared from powder made with plain bottled water
